run_id,model_alias,model_id,instruction_variant,corpus_config,summary_generator,summary_generator_model_id,generator_prompt_variant,MAP@10,MRR@10,NDCG@10,Recall@5,Recall@10,Recall@15,Recall@50,Recall@100,Recall@200,Recall@300,Hit@1,Hit@5,Hit@10,Hit@100,Mean_Rank,Median_Rank,n_queries,error
Linq-Embed-Mistral__no_instr__proverb_only__gemini__proverb,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,no_instr,proverb_only,gemini,gemini-3-flash-preview,proverb,0.278351,0.340516,0.33234,0.342764,0.440594,0.483283,0.609481,0.71739,0.842914,0.904441,0.252994,0.422156,0.51497,0.767964,73.37,10.0,668,
Linq-Embed-Mistral__no_instr__proverb_fable__gemini__proverb,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,no_instr,proverb_fable,gemini,gemini-3-flash-preview,proverb,0.31802,0.387836,0.380504,0.427196,0.511677,0.570883,0.714671,0.813099,0.898952,0.945259,0.285928,0.510479,0.595808,0.866766,45.41,5.0,668,
Linq-Embed-Mistral__moral_specific__fable_direct_moral__gemini__direct_moral,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_direct_moral,gemini,gemini-3-flash-preview,direct_moral,0.205049,0.280087,0.26326,0.2752,0.37737,0.418214,0.580888,0.695459,0.820559,0.886103,0.196108,0.360778,0.471557,0.751497,81.05,14.0,668,
Linq-Embed-Mistral__moral_specific__direct_moral_only__gemini__direct_moral,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,direct_moral_only,gemini,gemini-3-flash-preview,direct_moral,0.245063,0.320315,0.297103,0.313673,0.390045,0.435604,0.613822,0.728593,0.830589,0.887275,0.233533,0.396707,0.477545,0.782934,78.82,12.0,668,
Linq-Embed-Mistral__moral_specific__direct_moral_fable__gemini__direct_moral,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,direct_moral_fable,gemini,gemini-3-flash-preview,direct_moral,0.222841,0.303989,0.280139,0.299451,0.38745,0.443563,0.634431,0.748403,0.836801,0.89022,0.218563,0.392216,0.482036,0.800898,73.49,12.0,668,
Linq-Embed-Mistral__moral_specific__fable_cot_proverb__gemini__cot_proverb,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_cot_proverb,gemini,gemini-3-flash-preview,cot_proverb,0.197725,0.270263,0.250353,0.270659,0.34995,0.410454,0.6001,0.707136,0.810429,0.890245,0.184132,0.35479,0.434132,0.763473,79.33,16.0,668,
Linq-Embed-Mistral__moral_specific__cot_proverb_only__gemini__cot_proverb,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,cot_proverb_only,gemini,gemini-3-flash-preview,cot_proverb,0.220057,0.287412,0.267442,0.277246,0.355065,0.414895,0.571332,0.691542,0.800699,0.865494,0.212575,0.357784,0.42515,0.758982,87.27,17.0,668,
Linq-Embed-Mistral__moral_specific__cot_proverb_fable__gemini__cot_proverb,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,cot_proverb_fable,gemini,gemini-3-flash-preview,cot_proverb,0.222152,0.287529,0.276254,0.296831,0.384331,0.445185,0.606387,0.71255,0.834706,0.8876,0.197605,0.377246,0.467066,0.766467,76.46,13.0,668,
Linq-Embed-Mistral__moral_specific__fable_conceptual_abstract__gemini__conceptual_abstract,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_conceptual_abstract,gemini,gemini-3-flash-preview,conceptual_abstract,0.191182,0.262951,0.245093,0.264471,0.351572,0.412525,0.600474,0.703418,0.826372,0.893513,0.181138,0.33982,0.444611,0.758982,78.05,15.0,668,
Linq-Embed-Mistral__moral_specific__conceptual_abstract_only__gemini__conceptual_abstract,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,conceptual_abstract_only,gemini,gemini-3-flash-preview,conceptual_abstract,0.213503,0.28177,0.269032,0.298154,0.380165,0.443688,0.624351,0.733583,0.842016,0.890444,0.181138,0.387725,0.462575,0.787425,76.44,13.0,668,
Linq-Embed-Mistral__moral_specific__conceptual_abstract_fable__gemini__conceptual_abstract,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,conceptual_abstract_fable,gemini,gemini-3-flash-preview,conceptual_abstract,0.216114,0.289385,0.278386,0.31023,0.407285,0.460404,0.627894,0.742989,0.838273,0.903094,0.193114,0.39521,0.494012,0.802395,72.24,11.0,668,
Linq-Embed-Mistral__moral_specific__fable_proverb__gemini__proverb,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_proverb,gemini,gemini-3-flash-preview,proverb,0.196197,0.268046,0.250092,0.266966,0.353144,0.424825,0.583458,0.703019,0.822854,0.892091,0.178144,0.357784,0.438623,0.760479,78.41,15.0,668,
Linq-Embed-Mistral__moral_specific__proverb_only__gemini__proverb,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,proverb_only,gemini,gemini-3-flash-preview,proverb,0.19997,0.25939,0.247763,0.265968,0.339845,0.386801,0.533608,0.639746,0.78997,0.858458,0.181138,0.33982,0.408683,0.697605,94.39,24.5,668,
Linq-Embed-Mistral__moral_specific__proverb_fable__gemini__proverb,Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,proverb_fable,gemini,gemini-3-flash-preview,proverb,0.210702,0.283755,0.272098,0.295235,0.394561,0.454666,0.607335,0.715544,0.832335,0.889247,0.179641,0.381737,0.480539,0.773952,73.88,11.5,668,
Qwen3-Embedding-8B__no_instr__fable_direct_moral__gemini__direct_moral,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,no_instr,fable_direct_moral,gemini,gemini-3-flash-preview,direct_moral,0.282793,0.353423,0.346617,0.392465,0.480314,0.52273,0.690419,0.788822,0.882959,0.91754,0.248503,0.477545,0.571856,0.847305,53.9,6.0,668,
Qwen3-Embedding-8B__no_instr__direct_moral_only__gemini__direct_moral,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,no_instr,direct_moral_only,gemini,gemini-3-flash-preview,direct_moral,0.319844,0.391507,0.380105,0.417665,0.499351,0.539346,0.686951,0.77238,0.859057,0.911153,0.293413,0.5,0.591317,0.823353,61.1,5.5,668,
Qwen3-Embedding-8B__no_instr__direct_moral_fable__gemini__direct_moral,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,no_instr,direct_moral_fable,gemini,gemini-3-flash-preview,direct_moral,0.338589,0.409631,0.398333,0.434481,0.517465,0.569586,0.73241,0.820758,0.89002,0.933009,0.30988,0.513473,0.603293,0.872754,45.98,5.0,668,
Qwen3-Embedding-8B__no_instr__fable_cot_proverb__gemini__cot_proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,no_instr,fable_cot_proverb,gemini,gemini-3-flash-preview,cot_proverb,0.282169,0.349323,0.34606,0.375898,0.485928,0.543039,0.704042,0.805015,0.890719,0.938298,0.245509,0.45509,0.568862,0.865269,49.39,7.0,668,
Qwen3-Embedding-8B__no_instr__cot_proverb_only__gemini__cot_proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,no_instr,cot_proverb_only,gemini,gemini-3-flash-preview,cot_proverb,0.298106,0.35811,0.351524,0.381986,0.45993,0.496357,0.638573,0.731188,0.835279,0.881687,0.273952,0.446108,0.528443,0.782934,77.41,8.0,668,
Qwen3-Embedding-8B__no_instr__cot_proverb_fable__gemini__cot_proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,no_instr,cot_proverb_fable,gemini,gemini-3-flash-preview,cot_proverb,0.336812,0.401474,0.399756,0.445958,0.532161,0.593812,0.732685,0.808757,0.893937,0.945783,0.29491,0.526946,0.612275,0.862275,44.75,5.0,668,
Qwen3-Embedding-8B__no_instr__fable_conceptual_abstract__gemini__conceptual_abstract,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,no_instr,fable_conceptual_abstract,gemini,gemini-3-flash-preview,conceptual_abstract,0.27918,0.346641,0.339788,0.378094,0.46759,0.527944,0.692814,0.776248,0.868937,0.918588,0.23503,0.459581,0.553892,0.844311,52.24,7.0,668,
Qwen3-Embedding-8B__no_instr__conceptual_abstract_only__gemini__conceptual_abstract,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,no_instr,conceptual_abstract_only,gemini,gemini-3-flash-preview,conceptual_abstract,0.32299,0.394686,0.383902,0.415669,0.506163,0.551622,0.702071,0.778069,0.858932,0.915644,0.293413,0.5,0.58982,0.829341,59.57,5.5,668,
Qwen3-Embedding-8B__no_instr__conceptual_abstract_fable__gemini__conceptual_abstract,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,no_instr,conceptual_abstract_fable,gemini,gemini-3-flash-preview,conceptual_abstract,0.332666,0.404456,0.393468,0.42752,0.51492,0.575624,0.732335,0.809132,0.8876,0.927146,0.299401,0.511976,0.601796,0.868263,47.02,5.0,668,
Qwen3-Embedding-8B__no_instr__fable_proverb__gemini__proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,no_instr,fable_proverb,gemini,gemini-3-flash-preview,proverb,0.27863,0.349514,0.341091,0.374276,0.474626,0.534955,0.697056,0.800175,0.883458,0.934481,0.25,0.458084,0.555389,0.859281,50.11,7.0,668,
Qwen3-Embedding-8B__no_instr__proverb_only__gemini__proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,no_instr,proverb_only,gemini,gemini-3-flash-preview,proverb,0.26423,0.325686,0.317737,0.340145,0.425998,0.474775,0.637076,0.726422,0.828094,0.887101,0.238024,0.411677,0.504491,0.782934,73.09,10.0,668,
Qwen3-Embedding-8B__no_instr__proverb_fable__gemini__proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,no_instr,proverb_fable,gemini,gemini-3-flash-preview,proverb,0.329011,0.392739,0.393738,0.436452,0.533708,0.581712,0.737051,0.825549,0.897655,0.947355,0.284431,0.516467,0.610778,0.881737,41.76,5.0,668,
Qwen3-Embedding-8B__moral_specific__fable_direct_moral__gemini__direct_moral,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,moral_specific,fable_direct_moral,gemini,gemini-3-flash-preview,direct_moral,0.262659,0.326088,0.323633,0.350225,0.45237,0.497605,0.66003,0.777769,0.861751,0.915619,0.224551,0.435629,0.532934,0.827844,63.47,9.0,668,
Qwen3-Embedding-8B__moral_specific__direct_moral_only__gemini__direct_moral,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,moral_specific,direct_moral_only,gemini,gemini-3-flash-preview,direct_moral,0.272676,0.343007,0.332568,0.359381,0.451472,0.498777,0.636377,0.740644,0.838548,0.900898,0.242515,0.444611,0.537425,0.791916,73.94,8.0,668,
Qwen3-Embedding-8B__moral_specific__direct_moral_fable__gemini__direct_moral,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,moral_specific,direct_moral_fable,gemini,gemini-3-flash-preview,direct_moral,0.28913,0.364295,0.349292,0.384207,0.463199,0.520983,0.679117,0.787201,0.865494,0.917615,0.258982,0.474551,0.549401,0.842814,59.4,7.0,668,
Qwen3-Embedding-8B__moral_specific__fable_cot_proverb__gemini__cot_proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,moral_specific,fable_cot_proverb,gemini,gemini-3-flash-preview,cot_proverb,0.260767,0.319568,0.31578,0.338523,0.430938,0.488174,0.6624,0.761028,0.853119,0.902495,0.226048,0.413174,0.498503,0.814371,65.67,11.0,668,
Qwen3-Embedding-8B__moral_specific__cot_proverb_only__gemini__cot_proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,moral_specific,cot_proverb_only,gemini,gemini-3-flash-preview,cot_proverb,0.25581,0.320045,0.308949,0.329516,0.411652,0.459207,0.604666,0.704566,0.80766,0.871756,0.230539,0.41018,0.482036,0.763473,83.49,12.0,668,
Qwen3-Embedding-8B__moral_specific__cot_proverb_fable__gemini__cot_proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,moral_specific,cot_proverb_fable,gemini,gemini-3-flash-preview,cot_proverb,0.283541,0.350691,0.33927,0.367465,0.446806,0.508383,0.677196,0.770908,0.857635,0.914197,0.255988,0.449102,0.528443,0.821856,61.7,9.0,668,
Qwen3-Embedding-8B__moral_specific__fable_conceptual_abstract__gemini__conceptual_abstract,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,moral_specific,fable_conceptual_abstract,gemini,gemini-3-flash-preview,conceptual_abstract,0.260472,0.330695,0.320875,0.361252,0.44244,0.503019,0.678293,0.776223,0.869785,0.911452,0.224551,0.447605,0.522455,0.832335,59.39,9.0,668,
Qwen3-Embedding-8B__moral_specific__conceptual_abstract_only__gemini__conceptual_abstract,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,moral_specific,conceptual_abstract_only,gemini,gemini-3-flash-preview,conceptual_abstract,0.269281,0.346833,0.333045,0.361103,0.458907,0.509905,0.650474,0.753867,0.840694,0.906612,0.25,0.453593,0.550898,0.800898,69.28,8.0,668,
Qwen3-Embedding-8B__moral_specific__conceptual_abstract_fable__gemini__conceptual_abstract,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,moral_specific,conceptual_abstract_fable,gemini,gemini-3-flash-preview,conceptual_abstract,0.278129,0.358754,0.344,0.371507,0.470958,0.525624,0.692191,0.791692,0.878992,0.928318,0.247006,0.476048,0.567365,0.847305,54.75,6.0,668,
Qwen3-Embedding-8B__moral_specific__fable_proverb__gemini__proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,moral_specific,fable_proverb,gemini,gemini-3-flash-preview,proverb,0.249773,0.310177,0.308075,0.335279,0.430564,0.481188,0.639496,0.766367,0.85025,0.915619,0.206587,0.41018,0.505988,0.82485,64.6,10.0,668,
Qwen3-Embedding-8B__moral_specific__proverb_only__gemini__proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,moral_specific,proverb_only,gemini,gemini-3-flash-preview,proverb,0.235129,0.296694,0.28402,0.302021,0.378718,0.443937,0.583234,0.681836,0.791717,0.868613,0.214072,0.372754,0.447605,0.742515,87.31,14.0,668,
Qwen3-Embedding-8B__moral_specific__proverb_fable__gemini__proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,moral_specific,proverb_fable,gemini,gemini-3-flash-preview,proverb,0.268011,0.339837,0.32596,0.348204,0.437176,0.483283,0.669261,0.772081,0.869835,0.91517,0.241018,0.44012,0.522455,0.829341,59.83,9.0,668,
Qwen3-Embedding-4B__no_instr__fable_direct_moral__gemini__direct_moral,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,no_instr,fable_direct_moral,gemini,gemini-3-flash-preview,direct_moral,0.271686,0.341526,0.334962,0.377919,0.466018,0.518713,0.68236,0.752695,0.859855,0.915868,0.230539,0.462575,0.556886,0.821856,56.84,6.0,668,
Qwen3-Embedding-4B__no_instr__direct_moral_only__gemini__direct_moral,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,no_instr,direct_moral_only,gemini,gemini-3-flash-preview,direct_moral,0.31466,0.378382,0.374468,0.415469,0.494261,0.528743,0.671108,0.759731,0.849825,0.892665,0.27994,0.495509,0.586826,0.814371,65.19,6.0,668,
Qwen3-Embedding-4B__no_instr__direct_moral_fable__gemini__direct_moral,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,no_instr,direct_moral_fable,gemini,gemini-3-flash-preview,direct_moral,0.290428,0.357744,0.349585,0.389022,0.468064,0.51492,0.663448,0.74002,0.840818,0.896657,0.254491,0.474551,0.552395,0.806886,63.99,6.5,668,
Qwen3-Embedding-4B__no_instr__fable_cot_proverb__gemini__cot_proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,no_instr,fable_cot_proverb,gemini,gemini-3-flash-preview,cot_proverb,0.281848,0.350657,0.342871,0.3876,0.46744,0.521208,0.692216,0.783683,0.872405,0.913024,0.241018,0.474551,0.555389,0.844311,53.25,7.0,668,
Qwen3-Embedding-4B__no_instr__cot_proverb_only__gemini__cot_proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,no_instr,cot_proverb_only,gemini,gemini-3-flash-preview,cot_proverb,0.287472,0.344695,0.335899,0.348703,0.434456,0.482635,0.621332,0.729142,0.814696,0.874127,0.267964,0.411677,0.495509,0.793413,79.77,11.0,668,
Qwen3-Embedding-4B__no_instr__cot_proverb_fable__gemini__cot_proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,no_instr,cot_proverb_fable,gemini,gemini-3-flash-preview,cot_proverb,0.252731,0.316313,0.31129,0.351447,0.433658,0.494511,0.637849,0.735529,0.848204,0.906786,0.209581,0.432635,0.513473,0.799401,64.87,9.5,668,
Qwen3-Embedding-4B__no_instr__fable_conceptual_abstract__gemini__conceptual_abstract,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,no_instr,fable_conceptual_abstract,gemini,gemini-3-flash-preview,conceptual_abstract,0.283515,0.352178,0.342195,0.37762,0.461627,0.508283,0.669511,0.761702,0.866417,0.912799,0.255988,0.461078,0.549401,0.827844,56.28,8.0,668,
Qwen3-Embedding-4B__no_instr__conceptual_abstract_only__gemini__conceptual_abstract,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,no_instr,conceptual_abstract_only,gemini,gemini-3-flash-preview,conceptual_abstract,0.305629,0.373346,0.361506,0.398528,0.470259,0.53226,0.654516,0.763573,0.85998,0.913298,0.278443,0.480539,0.553892,0.821856,62.78,7.0,668,
Qwen3-Embedding-4B__no_instr__conceptual_abstract_fable__gemini__conceptual_abstract,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,no_instr,conceptual_abstract_fable,gemini,gemini-3-flash-preview,conceptual_abstract,0.298678,0.368886,0.358352,0.373129,0.480589,0.53493,0.67258,0.769711,0.863673,0.917241,0.275449,0.459581,0.579341,0.836826,55.56,7.0,668,
Qwen3-Embedding-4B__no_instr__fable_proverb__gemini__proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,no_instr,fable_proverb,gemini,gemini-3-flash-preview,proverb,0.277118,0.344124,0.33759,0.371707,0.463897,0.517665,0.683308,0.77011,0.873353,0.913772,0.244012,0.452096,0.54491,0.830838,55.65,7.0,668,
Qwen3-Embedding-4B__no_instr__proverb_only__gemini__proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,no_instr,proverb_only,gemini,gemini-3-flash-preview,proverb,0.256405,0.3117,0.307009,0.326672,0.411352,0.46729,0.611203,0.696931,0.801223,0.862325,0.230539,0.390719,0.48503,0.758982,84.19,11.0,668,
Qwen3-Embedding-4B__no_instr__proverb_fable__gemini__proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,no_instr,proverb_fable,gemini,gemini-3-flash-preview,proverb,0.263364,0.321281,0.320963,0.367216,0.443837,0.490245,0.628318,0.719212,0.824626,0.889621,0.22006,0.435629,0.526946,0.790419,68.31,9.0,668,
Qwen3-Embedding-4B__moral_specific__fable_direct_moral__gemini__direct_moral,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,moral_specific,fable_direct_moral,gemini,gemini-3-flash-preview,direct_moral,0.299588,0.375099,0.357713,0.393738,0.46739,0.519037,0.681063,0.784356,0.869411,0.910454,0.278443,0.479042,0.550898,0.842814,60.1,7.0,668,
Qwen3-Embedding-4B__moral_specific__direct_moral_only__gemini__direct_moral,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,moral_specific,direct_moral_only,gemini,gemini-3-flash-preview,direct_moral,0.27021,0.33666,0.325134,0.354666,0.431188,0.472355,0.641292,0.741193,0.849925,0.882884,0.238024,0.437126,0.508982,0.799401,73.14,10.0,668,
Qwen3-Embedding-4B__moral_specific__direct_moral_fable__gemini__direct_moral,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,moral_specific,direct_moral_fable,gemini,gemini-3-flash-preview,direct_moral,0.273203,0.346329,0.33361,0.363473,0.453144,0.506138,0.681662,0.769586,0.855714,0.908009,0.252994,0.450599,0.541916,0.820359,62.28,8.0,668,
Qwen3-Embedding-4B__moral_specific__fable_cot_proverb__gemini__cot_proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,moral_specific,fable_cot_proverb,gemini,gemini-3-flash-preview,cot_proverb,0.280019,0.343615,0.338086,0.37732,0.455689,0.51764,0.679865,0.764022,0.853268,0.900599,0.238024,0.461078,0.52994,0.818862,63.88,7.0,668,
Qwen3-Embedding-4B__moral_specific__cot_proverb_only__gemini__cot_proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,moral_specific,cot_proverb_only,gemini,gemini-3-flash-preview,cot_proverb,0.251594,0.316484,0.303217,0.317914,0.400798,0.441168,0.581088,0.684681,0.786577,0.860479,0.229042,0.401198,0.473054,0.747006,88.26,13.0,668,
Qwen3-Embedding-4B__moral_specific__cot_proverb_fable__gemini__cot_proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,moral_specific,cot_proverb_fable,gemini,gemini-3-flash-preview,cot_proverb,0.251902,0.319624,0.308888,0.338698,0.421332,0.480913,0.650225,0.753867,0.841492,0.900649,0.224551,0.420659,0.497006,0.806886,68.19,11.0,668,
Qwen3-Embedding-4B__moral_specific__fable_conceptual_abstract__gemini__conceptual_abstract,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,moral_specific,fable_conceptual_abstract,gemini,gemini-3-flash-preview,conceptual_abstract,0.295401,0.368758,0.354619,0.385878,0.471033,0.519187,0.688872,0.79264,0.875175,0.916742,0.270958,0.47006,0.556886,0.850299,56.8,7.0,668,
Qwen3-Embedding-4B__moral_specific__conceptual_abstract_only__gemini__conceptual_abstract,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,moral_specific,conceptual_abstract_only,gemini,gemini-3-flash-preview,conceptual_abstract,0.271687,0.347535,0.331079,0.360704,0.444012,0.503618,0.648129,0.74007,0.837899,0.896981,0.247006,0.456587,0.534431,0.793413,69.37,8.0,668,
Qwen3-Embedding-4B__moral_specific__conceptual_abstract_fable__gemini__conceptual_abstract,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,moral_specific,conceptual_abstract_fable,gemini,gemini-3-flash-preview,conceptual_abstract,0.274339,0.350397,0.338271,0.366342,0.467665,0.521332,0.685454,0.775474,0.866567,0.91502,0.255988,0.458084,0.556886,0.833832,59.0,7.0,668,
Qwen3-Embedding-4B__moral_specific__fable_proverb__gemini__proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,moral_specific,fable_proverb,gemini,gemini-3-flash-preview,proverb,0.280601,0.344298,0.340974,0.377071,0.466143,0.531961,0.679541,0.760978,0.85489,0.900274,0.238024,0.464072,0.543413,0.821856,63.79,8.0,668,
Qwen3-Embedding-4B__moral_specific__proverb_only__gemini__proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,moral_specific,proverb_only,gemini,gemini-3-flash-preview,proverb,0.230661,0.289782,0.280935,0.292989,0.381412,0.423303,0.575948,0.669112,0.782036,0.851422,0.208084,0.359281,0.45509,0.732036,90.46,16.0,668,
