query_id,query_text,cluster_type,n_relevant,best_relevant_rank,best_relevant_rr,best_relevant_score,best_relevant_iou_all,best_relevant_iou_content,max_relevant_iou_all,max_relevant_iou_content,mean_relevant_iou_content,top1_doc_id,top1_is_relevant,top1_score,top1_iou_all,top1_iou_content,best_lexical_doc_id,best_lexical_doc_is_relevant,best_lexical_doc_dense_rank,best_lexical_iou_content,source_path
moral_unique_0057,Strife feeds on conflict.,singleton,1,1,1.0,0.532715,0.021052631578947368,0.019230769230769232,0.021052631578947368,0.019230769230769232,0.019230769230769232,fable_0058,1,0.532715,0.021052631578947368,0.019230769230769232,fable_0472,0,63,0.03333333333333333,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0063,Sorrow not over what is lost forever.,singleton,1,98,0.01020408163265306,0.33667,0.019801980198019802,0.0,0.019801980198019802,0.0,0.0,fable_0609,0,0.672363,0.04918032786885246,0.034482758620689655,fable_0544,0,605,0.0625,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0069,Straws show how the wind blows.,singleton,1,587,0.0017035775127768314,0.150879,0.023529411764705882,0.0,0.023529411764705882,0.0,0.0,fable_0244,0,0.415527,0.025974025974025976,0.0,fable_0656,0,613,0.05,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0074,Do not count your chickens before they are hatched.,near,3,2,0.5,0.5625,0.010526315789473684,0.02,0.022222222222222223,0.02,0.006666666666666667,fable_0662,0,0.584961,0.0196078431372549,0.0,fable_0609,0,81,0.034482758620689655,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0076,Don't make a big fuss over nothing.,singleton,1,2,0.5,0.567383,0.02531645569620253,0.0,0.02531645569620253,0.0,0.0,fable_0069,0,0.601562,0.05084745762711865,0.030303030303030304,fable_0534,0,23,0.1,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0077,Enemies' promises are made to be broken.,near,2,23,0.043478260869565216,0.446045,0.022988505747126436,0.0,0.03488372093023256,0.0,0.0,fable_0420,0,0.601562,0.024539877300613498,0.0,fable_0107,0,638,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0085,Vicious people cannot resist hurting others even when it is not in their own interests.,singleton,1,12,0.08333333333333333,0.405518,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,fable_0446,0,0.523438,0.03571428571428571,0.0,fable_0157,0,36,0.047619047619047616,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0093,Two blacks do not make a white.,singleton,1,266,0.0037593984962406013,0.205322,0.015873015873015872,0.0,0.015873015873015872,0.0,0.0,fable_0246,0,0.534668,0.04,0.04,fable_0158,0,2,0.05555555555555555,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0094,"Destroy the seed of evil, or it will grow up to your ruin.",exact,2,23,0.043478260869565216,0.266602,0.10526315789473684,0.02631578947368421,0.10526315789473684,0.02857142857142857,0.027443609022556388,fable_0443,0,0.561035,0.05263157894736842,0.0,fable_0405,0,110,0.047619047619047616,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0100,The loiterer often blames delay on his more active friend.,singleton,1,1,1.0,0.641113,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,fable_0104,1,0.641113,0.05555555555555555,0.0,fable_0309,0,412,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0108,The least outlay is not always the greatest gain.,singleton,1,98,0.01020408163265306,0.334717,0.04411764705882353,0.0,0.04411764705882353,0.0,0.0,fable_0387,0,0.455078,0.014492753623188406,0.0,fable_0531,0,628,0.058823529411764705,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0111,Men often condemn others for what they see no wrong in doing themselves.,near,2,1,1.0,0.798828,0.09302325581395349,0.058823529411764705,0.09302325581395349,0.058823529411764705,0.05322128851540616,fable_0115,1,0.798828,0.09302325581395349,0.058823529411764705,fable_0115,1,1,0.058823529411764705,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0113,No gratitude from the wicked.,near,3,1,1.0,0.625488,0.018518518518518517,0.0,0.02666666666666667,0.0,0.0,fable_0034,1,0.625488,0.018518518518518517,0.0,fable_0139,0,2,0.041666666666666664,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0120,Great achievements are often blocked by some small thing which prevents their realization.,singleton,1,384,0.0026041666666666665,0.175415,0.04054054054054054,0.02564102564102564,0.04054054054054054,0.02564102564102564,0.02564102564102564,fable_0027,0,0.528809,0.012345679012345678,0.0,fable_0614,0,9,0.06666666666666667,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0125,It is unwise to reward when one should punish.,singleton,1,6,0.16666666666666666,0.416016,0.029850746268656716,0.0,0.029850746268656716,0.0,0.0,fable_0232,0,0.481445,0.037037037037037035,0.045454545454545456,fable_0232,0,1,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0130,A mother's nurturing is stronger than a stepmother's attentions.,singleton,1,38,0.02631578947368421,0.329834,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,fable_0300,0,0.703613,0.014598540145985401,0.0,fable_0688,0,383,0.034482758620689655,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0134,"When people plot against their neighbours, they fall victim to the same sort of plot themselves.",near,6,1,1.0,0.689453,0.07894736842105263,0.0,0.07894736842105263,0.018518518518518517,0.0030864197530864196,fable_0402,1,0.689453,0.07894736842105263,0.0,fable_0337,0,204,0.05,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0136,Enviable conditions often have a downside.,singleton,1,7,0.14285714285714285,0.567383,0.016666666666666666,0.0,0.016666666666666666,0.0,0.0,fable_0576,0,0.688965,0.011627906976744186,0.0,fable_0593,0,223,0.022222222222222223,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0142,Prepare for the future.,singleton,1,3,0.3333333333333333,0.567871,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,fable_0214,0,0.681641,0.04081632653061224,0.0,fable_0320,0,44,0.03571428571428571,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0148,Do not mock the gods.,exact,2,13,0.07692307692307693,0.376465,0.02459016393442623,0.014492753623188406,0.02702702702702703,0.014492753623188406,0.007246376811594203,fable_0132,0,0.499268,0.024691358024691357,0.0,fable_0185,0,439,0.038461538461538464,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0150,Everyone thinks themselves the best.,singleton,1,10,0.1,0.489746,0.022222222222222223,0.0,0.022222222222222223,0.0,0.0,fable_0500,0,0.617676,0.014705882352941176,0.0,fable_0623,0,504,0.05263157894736842,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0156,A wicked nature does not produce a good character.,singleton,1,5,0.2,0.520996,0.023809523809523808,0.022222222222222223,0.023809523809523808,0.022222222222222223,0.022222222222222223,fable_0211,0,0.637207,0.03225806451612903,0.0,fable_0171,0,20,0.08571428571428572,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0162,Be frank and open in your dealings.,singleton,1,88,0.011363636363636364,0.350586,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0,fable_0485,0,0.54248,0.01818181818181818,0.0,fable_0616,0,662,0.03225806451612903,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0169,Do not let fame get to your head.,singleton,1,11,0.09090909090909091,0.40332,0.008771929824561403,0.0,0.008771929824561403,0.0,0.0,fable_0160,0,0.533203,0.04225352112676056,0.0,fable_0065,0,370,0.07407407407407407,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0177,Those who seek to please everybody please nobody.,near,3,1,1.0,0.900879,0.019230769230769232,0.007874015748031496,0.03,0.007874015748031496,0.0026246719160104987,fable_0078,1,0.900879,0.019230769230769232,0.007874015748031496,fable_0423,0,121,0.038461538461538464,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0179,Do not always stick to the same course.,singleton,1,232,0.004310344827586207,0.228394,0.04411764705882353,0.0,0.04411764705882353,0.0,0.0,fable_0224,0,0.464111,0.061224489795918366,0.0,fable_0345,0,13,0.04,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0185,Pretenders will be found out.,near,5,1,1.0,0.78418,0.01818181818181818,0.0,0.0273972602739726,0.0,0.0,fable_0196,1,0.78418,0.01818181818181818,0.0,fable_0196,1,1,0.0,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0187,No piece of luck can conceal a depraved nature.,singleton,1,5,0.2,0.595703,0.0273972602739726,0.0,0.0273972602739726,0.0,0.0,fable_0023,0,0.633301,0.037037037037037035,0.02040816326530612,fable_0418,0,459,0.041666666666666664,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0192,Self-preservation can sometimes take precedence over kinship.,singleton,1,1,1.0,0.625,0.0,0.0,0.0,0.0,0.0,fable_0203,1,0.625,0.0,0.0,fable_0554,0,96,0.03333333333333333,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0199,Do not laugh at the calamity that befalls your neighbour.,singleton,1,4,0.25,0.497803,0.02040816326530612,0.0,0.02040816326530612,0.0,0.0,fable_0340,0,0.586426,0.03488372093023256,0.0,fable_0011,0,2,0.029411764705882353,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0203,Preparedness for war is the best guarantee of peace.,near,2,1,1.0,0.620605,0.06172839506172839,0.05128205128205128,0.06172839506172839,0.05128205128205128,0.02564102564102564,fable_0678,1,0.620605,0.06172839506172839,0.05128205128205128,fable_0190,0,464,0.0625,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0206,Counsel without help is useless.,singleton,1,18,0.05555555555555555,0.456299,0.015151515151515152,0.03125,0.015151515151515152,0.03125,0.03125,fable_0392,0,0.544922,0.0,0.0,fable_0683,0,174,0.05714285714285714,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0213,People who enter into contests with unworthy opponents lower their own reputation.,singleton,1,1,1.0,0.512207,0.05063291139240506,0.02564102564102564,0.05063291139240506,0.02564102564102564,0.02564102564102564,fable_0225,1,0.512207,0.05063291139240506,0.02564102564102564,fable_0157,0,507,0.043478260869565216,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0220,Experience teaches valuable lessons and encourages caution.,singleton,1,184,0.005434782608695652,0.281006,0.018867924528301886,0.0,0.018867924528301886,0.0,0.0,fable_0068,0,0.629883,0.010416666666666666,0.0,fable_0553,0,15,0.05263157894736842,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0222,Familiarity mollifies even the most terrifying things.,near,3,1,1.0,0.704102,0.022222222222222223,0.0,0.022222222222222223,0.0,0.0,fable_0385,1,0.704102,0.022222222222222223,0.0,fable_0640,0,21,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0229,Relying too much on subordinates can lead to unintended consequences.,singleton,1,264,0.003787878787878788,0.220703,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0,fable_0538,0,0.501465,0.018518518518518517,0.0,fable_0527,0,165,0.041666666666666664,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0236,Those who do you a favour you must repay kind.,singleton,1,1,1.0,0.827148,0.011764705882352941,0.0,0.011764705882352941,0.0,0.0,fable_0250,1,0.827148,0.011764705882352941,0.0,fable_0656,0,136,0.05,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0238,It is better to live in self-sufficient poverty than to be tormented by the worries of wealth.,near,2,1,1.0,0.76416,0.045454545454545456,0.0,0.08108108108108109,0.02564102564102564,0.01282051282051282,fable_0252,1,0.76416,0.045454545454545456,0.0,fable_0640,0,65,0.08,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0242,Only fools indulge into michief and excessive risks.,singleton,1,1,1.0,0.569824,0.02459016393442623,0.0,0.02459016393442623,0.0,0.0,fable_0256,1,0.569824,0.02459016393442623,0.0,fable_0543,0,140,0.05263157894736842,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0247,"Don't be seduced by deceptive words, they will cause nothing but trouble.",singleton,1,18,0.05555555555555555,0.45752,0.021897810218978103,0.013513513513513514,0.021897810218978103,0.013513513513513514,0.013513513513513514,fable_0382,0,0.562012,0.010101010101010102,0.0,fable_0520,0,403,0.07142857142857142,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0254,Live your lives in the clothes that suit you.,singleton,1,9,0.1111111111111111,0.533691,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,fable_0649,0,0.59668,0.07547169811320754,0.037037037037037035,fable_0608,0,532,0.058823529411764705,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0260,"Bad things naturally happen to bad people, while good things lie in wait for people who are honest and reasonable.",singleton,1,15,0.06666666666666667,0.452881,0.04032258064516129,0.0,0.04032258064516129,0.0,0.0,fable_0184,0,0.591797,0.109375,0.15384615384615385,fable_0184,0,1,0.15384615384615385,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0269,"Someone who assists both the truly good and those who are undeserving is not seen as a philanthropist, but is instead regarded as a madman.",singleton,1,1,1.0,0.598145,0.07547169811320754,0.016666666666666666,0.07547169811320754,0.016666666666666666,0.016666666666666666,fable_0285,1,0.598145,0.07547169811320754,0.016666666666666666,fable_0167,0,84,0.06060606060606061,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0275,Do not believe those who have ill intentions.,near,6,25,0.04,0.433105,0.0,0.0,0.023529411764705882,0.002890173410404624,0.0004816955684007707,fable_0572,0,0.616699,0.036036036036036036,0.0,fable_0675,0,57,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0276,Do not try to do impossible things.,near,3,1,1.0,0.830078,0.0392156862745098,0.04,0.0392156862745098,0.04,0.013333333333333334,fable_0292,1,0.830078,0.0392156862745098,0.04,fable_0610,0,87,0.07142857142857142,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0277,False sympathy often masks selfish intentions.,singleton,1,2,0.5,0.67041,0.017241379310344827,0.029411764705882353,0.017241379310344827,0.029411764705882353,0.029411764705882353,fable_0280,0,0.711914,0.0,0.0,fable_0616,0,610,0.030303030303030304,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0284,"Men are averse to fixed rules, but are won by kind services.",singleton,1,122,0.00819672131147541,0.311279,0.0070921985815602835,0.0,0.0070921985815602835,0.0,0.0,fable_0060,0,0.57959,0.03125,0.0,fable_0334,0,527,0.043478260869565216,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0291,Do not take pride in the good qualities that actually belong to someone else.,singleton,1,78,0.01282051282051282,0.397461,0.0967741935483871,0.03571428571428571,0.0967741935483871,0.03571428571428571,0.03571428571428571,fable_0271,0,0.637695,0.05194805194805195,0.0,fable_0249,0,622,0.05,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0297,"There is satisfaction, however wretched, in taking one's enemy along if one has to die.",singleton,1,2,0.5,0.64502,0.03896103896103896,0.0,0.03896103896103896,0.0,0.0,fable_0474,0,0.658203,0.05084745762711865,0.07692307692307693,fable_0474,0,1,0.07692307692307693,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0304,People are quick to promise but reluctant to give.,near,2,3,0.3333333333333333,0.645996,0.047619047619047616,0.03333333333333333,0.047619047619047616,0.03333333333333333,0.016666666666666666,fable_0409,0,0.706055,0.034482758620689655,0.0,fable_0157,0,625,0.05,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0306,Talent is wasted when it's in the hands of the unappreciative.,singleton,1,1,1.0,0.676758,0.03076923076923077,0.0,0.03076923076923077,0.0,0.0,fable_0322,1,0.676758,0.03076923076923077,0.0,fable_0673,0,373,0.05,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0312,Easy life and seeming good fortune of others conceal a threat to their welfare.,singleton,1,553,0.0018083182640144665,0.216064,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,fable_0631,0,0.617676,0.06756756756756757,0.0,fable_0684,0,299,0.07692307692307693,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0316,Greed for more can lead to losing what you already have.,near,5,1,1.0,0.847168,0.04819277108433735,0.0,0.04819277108433735,0.0,0.0,fable_0181,1,0.847168,0.04819277108433735,0.0,fable_0527,0,329,0.045454545454545456,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0320,Count the cost before you commit yourselves.,near,3,2,0.5,0.530762,0.012987012987012988,0.0,0.047619047619047616,0.0,0.0,fable_0375,0,0.574707,0.031746031746031744,0.0,fable_0609,0,338,0.034482758620689655,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0322,God is the ultimate judge.,singleton,1,404,0.0024752475247524753,0.254883,0.008695652173913044,0.0,0.008695652173913044,0.0,0.0,fable_0428,0,0.561523,0.018518518518518517,0.0,fable_0411,0,40,0.03571428571428571,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0333,"Charity begins at home, but this does not prevent the further exercise of it.",singleton,1,81,0.012345679012345678,0.269043,0.039473684210526314,0.0,0.039473684210526314,0.0,0.0,fable_0285,0,0.424561,0.038834951456310676,0.0,fable_0021,0,507,0.038461538461538464,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0338,Man's greatest treasure consists in work.,singleton,1,5,0.2,0.539551,0.02586206896551724,0.03225806451612903,0.02586206896551724,0.03225806451612903,0.03225806451612903,fable_0333,0,0.600098,0.024793388429752067,0.029850746268656716,fable_0531,0,418,0.05263157894736842,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0343,Luck often bestows the things that skill cannot obtain.,singleton,1,2,0.5,0.638672,0.01818181818181818,0.0,0.01818181818181818,0.0,0.0,fable_0494,0,0.715332,0.00851063829787234,0.0,fable_0640,0,606,0.043478260869565216,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0348,Ignore complainers who have no influence.,singleton,1,5,0.2,0.46167,0.011627906976744186,0.0,0.011627906976744186,0.0,0.0,fable_0222,0,0.620117,0.0,0.0,fable_0653,0,538,0.041666666666666664,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0349,We should do favours for someone who can do us a good deed in return.,near,2,1,1.0,0.745117,0.025,0.0,0.058823529411764705,0.0,0.0,fable_0367,1,0.745117,0.025,0.0,fable_0250,0,2,0.047619047619047616,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0358,Ambiguity in character can lead to mistrust.,singleton,1,1,1.0,0.700195,0.01818181818181818,0.0,0.01818181818181818,0.0,0.0,fable_0376,1,0.700195,0.01818181818181818,0.0,fable_0527,0,291,0.043478260869565216,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0364,Stay vigilant and think before you speak.,near,2,2,0.5,0.530762,0.04395604395604396,0.0196078431372549,0.04395604395604396,0.0196078431372549,0.00980392156862745,fable_0045,0,0.583496,0.023076923076923078,0.0,fable_0637,0,242,0.0625,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0366,Distrust advice from someone who stands to gain.,singleton,1,1,1.0,0.506836,0.011363636363636364,0.0,0.011363636363636364,0.0,0.0,fable_0384,1,0.506836,0.011363636363636364,0.0,fable_0249,0,467,0.05263157894736842,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0367,Familiarity makes it easy to confront even frightening situations.,near,3,1,1.0,0.75,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,fable_0385,1,0.75,0.02127659574468085,0.0,fable_0519,0,276,0.043478260869565216,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0368,Someone who plots against others falls into his own trap.,near,6,1,1.0,0.734375,0.013157894736842105,0.0,0.0379746835443038,0.0,0.0,fable_0402,1,0.734375,0.013157894736842105,0.0,fable_0315,0,104,0.034482758620689655,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0374,"When you need someone to lend a hand, mere words are no help at all.",singleton,1,2,0.5,0.583496,0.03389830508474576,0.0,0.03389830508474576,0.0,0.0,fable_0138,0,0.591309,0.05439330543933055,0.027586206896551724,fable_0278,0,18,0.06060606060606061,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0380,"Sometimes, the greatest threats come from those you trust.",singleton,1,10,0.1,0.441895,0.020202020202020204,0.0,0.020202020202020204,0.0,0.0,fable_0687,0,0.578125,0.009009009009009009,0.0,fable_0482,0,518,0.0625,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0389,Honesty is the best policy.,singleton,1,1,1.0,0.578613,0.01904761904761905,0.015873015873015872,0.01904761904761905,0.015873015873015872,0.015873015873015872,fable_0408,1,0.578613,0.01904761904761905,0.015873015873015872,fable_0623,0,132,0.05,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0395,There is no fixed day on which wicked people are punished.,singleton,1,3,0.3333333333333333,0.424805,0.03278688524590164,0.046875,0.03278688524590164,0.046875,0.046875,fable_0589,0,0.646973,0.04918032786885246,0.034482758620689655,fable_0472,0,315,0.06451612903225806,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0400,"It is not the place, nor the condition, but the mind alone that is responsible for our happiness.",singleton,1,98,0.01020408163265306,0.406494,0.0641025641025641,0.0,0.0641025641025641,0.0,0.0,fable_0378,0,0.604492,0.14285714285714285,0.05263157894736842,fable_0563,0,301,0.05555555555555555,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0407,People are willing to risk their lives for the sake of some petty profit.,singleton,1,1,1.0,0.635254,0.061224489795918366,0.0,0.061224489795918366,0.0,0.0,fable_0427,1,0.635254,0.061224489795918366,0.0,fable_0480,0,255,0.046511627906976744,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0413,The greatest gifts are often overlooked in favor of envying others.,singleton,1,19,0.05263157894736842,0.55957,0.07058823529411765,0.024390243902439025,0.07058823529411765,0.024390243902439025,0.024390243902439025,fable_0576,0,0.730469,0.022222222222222223,0.0,fable_0531,0,676,0.05263157894736842,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0418,Boast of one thing and you will be found lacking in that and a few other things as well.,singleton,1,8,0.125,0.535645,0.11290322580645161,0.03333333333333333,0.11290322580645161,0.03333333333333333,0.03333333333333333,fable_0164,0,0.571289,0.06818181818181818,0.0,fable_0370,0,191,0.058823529411764705,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0423,"In conflicts between powerful parties, bystanders may suffer unintended consequences.",singleton,1,7,0.14285714285714285,0.362061,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0,fable_0391,0,0.569824,0.03529411764705882,0.0,fable_0176,0,268,0.037037037037037035,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
moral_unique_0430,The memory of a good deed lives.,singleton,1,39,0.02564102564102564,0.256348,0.05172413793103448,0.0,0.05172413793103448,0.0,0.0,fable_0430,0,0.65332,0.027777777777777776,0.0,fable_0661,0,19,0.06060606060606061,finetuning/ft_11_clustered/results/rankings/linq__raw__none__fold_0.json
