run_id,model_alias,model_id,instruction_variant,corpus_config,summary_generator,summary_generator_model_id,generator_prompt_variant,MAP@10,MRR@10,NDCG@10,Recall@5,Recall@10,Recall@15,Recall@50,Recall@100,Recall@200,Recall@300,Hit@1,Hit@5,Hit@10,Hit@100,Mean_Rank,Median_Rank,n_queries,error
BGE-base-en-v1.5__default__proverb_fable__gemma4-31B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,proverb_fable,gemma4-31B,google/gemma-4-31B-it,proverb,0.056133,0.080793,0.074423,0.078668,0.11981,0.152146,0.286702,0.386053,0.54481,0.692166,0.040419,0.100299,0.154192,0.482036,177.89,109.0,668,
BGE-base-en-v1.5__default__proverb_only__gemma4-31B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,proverb_only,gemma4-31B,google/gemma-4-31B-it,proverb,0.00282,0.01241,0.005431,0.004865,0.011602,0.019336,0.066567,0.128044,0.266667,0.411826,0.001497,0.007485,0.017964,0.193114,316.94,296.0,668,
BGE-base-en-v1.5__general__conceptual_abstract_fable__gemma4-31B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,conceptual_abstract_fable,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.072944,0.116924,0.102882,0.113573,0.166492,0.204391,0.357934,0.453618,0.633558,0.734755,0.05988,0.158683,0.221557,0.549401,148.41,74.5,668,
BGE-base-en-v1.5__general__conceptual_abstract_only__gemma4-31B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,conceptual_abstract_only,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.100989,0.158107,0.132673,0.134406,0.18725,0.225724,0.360254,0.475424,0.630838,0.754017,0.098802,0.197605,0.266467,0.57485,147.65,62.0,668,
BGE-base-en-v1.5__general__fable_conceptual_abstract__gemma4-31B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,fable_conceptual_abstract,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.055691,0.083224,0.079589,0.088847,0.138273,0.171756,0.302844,0.421457,0.563074,0.662924,0.034431,0.115269,0.176647,0.516467,176.04,94.5,668,
BGE-base-en-v1.5__general__cot_proverb_fable__gemma4-31B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,cot_proverb_fable,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.080522,0.119047,0.105483,0.118762,0.157959,0.18745,0.344311,0.448628,0.584606,0.67732,0.067365,0.154192,0.202096,0.549401,165.38,70.5,668,
BGE-base-en-v1.5__general__cot_proverb_only__gemma4-31B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,cot_proverb_only,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.088104,0.13295,0.117443,0.123403,0.172206,0.19975,0.343538,0.433184,0.58024,0.695384,0.080838,0.169162,0.221557,0.513473,170.75,89.5,668,
BGE-base-en-v1.5__general__fable_cot_proverb__gemma4-31B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,fable_cot_proverb,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.055835,0.082335,0.073379,0.078169,0.11482,0.147979,0.27475,0.408383,0.551547,0.656163,0.043413,0.098802,0.146707,0.498503,184.72,102.5,668,
BGE-base-en-v1.5__general__direct_moral_fable__gemma4-31B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,direct_moral_fable,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.08762,0.130797,0.122195,0.135654,0.197655,0.230015,0.362824,0.482909,0.632011,0.745734,0.067365,0.178144,0.261976,0.579341,143.38,65.0,668,
BGE-base-en-v1.5__general__direct_moral_only__gemma4-31B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,direct_moral_only,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.09816,0.152427,0.134846,0.153019,0.205364,0.24249,0.401073,0.542315,0.6998,0.795085,0.085329,0.217066,0.284431,0.63024,128.73,50.5,668,
BGE-base-en-v1.5__general__fable_direct_moral__gemma4-31B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,fable_direct_moral,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.059673,0.089754,0.082784,0.093014,0.1374,0.172879,0.310803,0.418164,0.573054,0.681687,0.040419,0.122754,0.17515,0.51497,172.66,91.0,668,
BGE-base-en-v1.5__general__fable_proverb__gemma4-31B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,fable_proverb,gemma4-31B,google/gemma-4-31B-it,proverb,0.034076,0.052385,0.046268,0.043688,0.077869,0.097231,0.207909,0.307186,0.490818,0.615369,0.025449,0.056886,0.097305,0.402695,210.37,145.0,668,
BGE-base-en-v1.5__general__proverb_fable__gemma4-31B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,proverb_fable,gemma4-31B,google/gemma-4-31B-it,proverb,0.034101,0.050209,0.045576,0.049825,0.075574,0.092764,0.181262,0.294162,0.446806,0.585679,0.022455,0.058383,0.095808,0.378743,223.13,170.0,668,
BGE-base-en-v1.5__general__proverb_only__gemma4-31B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,proverb_only,gemma4-31B,google/gemma-4-31B-it,proverb,0.003686,0.013254,0.006321,0.005988,0.012725,0.020459,0.068563,0.131786,0.271407,0.416317,0.001497,0.008982,0.019461,0.197605,315.16,292.0,668,
BGE-base-en-v1.5__moral_specific__conceptual_abstract_fable__gemma4-31B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,moral_specific,conceptual_abstract_fable,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.049736,0.087782,0.068207,0.065444,0.099227,0.113872,0.233209,0.351422,0.533932,0.647779,0.052395,0.10479,0.148204,0.44012,195.21,128.5,668,
BGE-base-en-v1.5__moral_specific__conceptual_abstract_only__gemma4-31B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,moral_specific,conceptual_abstract_only,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.049154,0.089891,0.071496,0.077819,0.112799,0.144411,0.308159,0.405589,0.584057,0.700948,0.038922,0.11976,0.176647,0.501497,175.24,97.5,668,
BGE-base-en-v1.5__moral_specific__fable_conceptual_abstract__gemma4-31B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,moral_specific,fable_conceptual_abstract,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.030482,0.052929,0.044965,0.051123,0.077819,0.096632,0.196657,0.311702,0.491717,0.605714,0.020958,0.071856,0.107784,0.411677,215.35,148.0,668,
BGE-base-en-v1.5__moral_specific__cot_proverb_fable__gemma4-31B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,moral_specific,cot_proverb_fable,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.060909,0.097908,0.079011,0.074551,0.108433,0.13231,0.236552,0.357335,0.521732,0.639621,0.064371,0.110778,0.152695,0.446108,203.74,130.5,668,
BGE-base-en-v1.5__moral_specific__cot_proverb_only__gemma4-31B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,moral_specific,cot_proverb_only,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.063842,0.100779,0.086995,0.090793,0.128917,0.163698,0.287026,0.385529,0.54239,0.656886,0.055389,0.134731,0.184132,0.467066,192.72,127.0,668,
BGE-base-en-v1.5__moral_specific__fable_cot_proverb__gemma4-31B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,moral_specific,fable_cot_proverb,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.033284,0.054808,0.046627,0.046956,0.077295,0.099551,0.193787,0.301322,0.477844,0.60514,0.025449,0.064371,0.100299,0.39521,221.8,154.0,668,
BGE-base-en-v1.5__moral_specific__direct_moral_fable__gemma4-31B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,moral_specific,direct_moral_fable,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.049977,0.088129,0.069423,0.069736,0.101946,0.132111,0.24728,0.362101,0.53523,0.681886,0.046407,0.106287,0.151198,0.45509,188.64,119.0,668,
BGE-base-en-v1.5__moral_specific__direct_moral_only__gemma4-31B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,moral_specific,direct_moral_only,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.057326,0.101348,0.086204,0.083957,0.144286,0.179716,0.335778,0.461702,0.635679,0.752221,0.047904,0.134731,0.211078,0.550898,156.16,79.0,668,
BGE-base-en-v1.5__moral_specific__fable_direct_moral__gemma4-31B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,moral_specific,fable_direct_moral,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.025679,0.048301,0.040072,0.044012,0.071806,0.093887,0.202295,0.309007,0.495634,0.617914,0.013473,0.064371,0.10479,0.411677,212.67,136.5,668,
BGE-base-en-v1.5__moral_specific__fable_proverb__gemma4-31B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,moral_specific,fable_proverb,gemma4-31B,google/gemma-4-31B-it,proverb,0.016632,0.03508,0.026199,0.02999,0.047305,0.065569,0.156163,0.24249,0.386153,0.537126,0.013473,0.043413,0.073353,0.333832,247.43,213.5,668,
BGE-base-en-v1.5__moral_specific__proverb_fable__gemma4-31B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,moral_specific,proverb_fable,gemma4-31B,google/gemma-4-31B-it,proverb,0.020477,0.037318,0.028166,0.026697,0.044336,0.05731,0.137725,0.238872,0.404341,0.567191,0.01497,0.037425,0.062874,0.323353,247.46,200.0,668,
BGE-base-en-v1.5__moral_specific__proverb_only__gemma4-31B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,moral_specific,proverb_only,gemma4-31B,google/gemma-4-31B-it,proverb,0.004684,0.014558,0.007773,0.006737,0.01497,0.021756,0.065793,0.131761,0.271931,0.412101,0.002994,0.010479,0.022455,0.193114,315.38,297.5,668,
BGE-base-en-v1.5__no_instr__conceptual_abstract_fable__gemma4-31B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,no_instr,conceptual_abstract_fable,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.141177,0.194783,0.18333,0.211527,0.272854,0.31734,0.48765,0.602246,0.736976,0.831287,0.115269,0.273952,0.344311,0.694611,104.06,29.0,668,
BGE-base-en-v1.5__no_instr__conceptual_abstract_only__gemma4-31B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,no_instr,conceptual_abstract_only,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.147289,0.219483,0.190293,0.207385,0.263723,0.298603,0.444062,0.568189,0.700549,0.794311,0.142216,0.293413,0.356287,0.655689,124.48,38.0,668,
BGE-base-en-v1.5__no_instr__fable_conceptual_abstract__gemma4-31B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,no_instr,fable_conceptual_abstract,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.094073,0.12975,0.126257,0.151796,0.2001,0.233683,0.381687,0.525524,0.665569,0.755115,0.061377,0.188623,0.257485,0.616766,135.72,56.5,668,
BGE-base-en-v1.5__no_instr__cot_proverb_fable__gemma4-31B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,no_instr,cot_proverb_fable,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.124557,0.17259,0.162316,0.176248,0.242415,0.289596,0.43508,0.536851,0.693862,0.790245,0.10479,0.229042,0.308383,0.624251,124.81,45.0,668,
BGE-base-en-v1.5__no_instr__cot_proverb_only__gemma4-31B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,no_instr,cot_proverb_only,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.118167,0.167304,0.151444,0.173977,0.212475,0.240843,0.382909,0.474601,0.610005,0.719985,0.103293,0.232036,0.272455,0.555389,159.31,69.0,668,
BGE-base-en-v1.5__no_instr__fable_cot_proverb__gemma4-31B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,no_instr,fable_cot_proverb,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.082451,0.115321,0.110924,0.128293,0.17747,0.208857,0.375299,0.480165,0.63987,0.733458,0.056886,0.163174,0.236527,0.565868,144.78,65.0,668,
BGE-base-en-v1.5__no_instr__direct_moral_fable__gemma4-31B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,no_instr,direct_moral_fable,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.150071,0.207496,0.19313,0.205314,0.282735,0.340245,0.506836,0.622405,0.747829,0.841717,0.133234,0.266467,0.360778,0.708084,99.33,27.5,668,
BGE-base-en-v1.5__no_instr__direct_moral_only__gemma4-31B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,no_instr,direct_moral_only,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.177776,0.249053,0.221158,0.230564,0.293713,0.322081,0.486078,0.614396,0.745858,0.840918,0.181138,0.315868,0.387725,0.688623,107.45,30.0,668,
BGE-base-en-v1.5__no_instr__fable_direct_moral__gemma4-31B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,no_instr,fable_direct_moral,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.096588,0.134213,0.12762,0.150674,0.197355,0.236951,0.393663,0.521208,0.6752,0.758633,0.073353,0.19012,0.257485,0.606287,134.96,57.5,668,
BGE-base-en-v1.5__no_instr__fable_proverb__gemma4-31B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,no_instr,fable_proverb,gemma4-31B,google/gemma-4-31B-it,proverb,0.051278,0.077772,0.069673,0.073528,0.113972,0.141891,0.274301,0.401223,0.581262,0.700599,0.037425,0.092814,0.146707,0.498503,170.74,101.0,668,
BGE-base-en-v1.5__no_instr__proverb_fable__gemma4-31B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,no_instr,proverb_fable,gemma4-31B,google/gemma-4-31B-it,proverb,0.049235,0.074054,0.066511,0.07732,0.108358,0.13226,0.265619,0.388174,0.549002,0.682585,0.035928,0.094311,0.140719,0.483533,178.07,107.5,668,
BGE-base-en-v1.5__no_instr__proverb_only__gemma4-31B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,no_instr,proverb_only,gemma4-31B,google/gemma-4-31B-it,proverb,0.003033,0.012444,0.005742,0.006362,0.011901,0.016143,0.061951,0.130414,0.27233,0.41744,0.001497,0.008982,0.019461,0.191617,316.47,295.5,668,
BGE-base-en-v1.5__default__conceptual_abstract_fable__gemma4-E2B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,conceptual_abstract_fable,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.090375,0.127721,0.119809,0.12994,0.188498,0.231387,0.401173,0.502246,0.684431,0.780439,0.068862,0.167665,0.244012,0.595808,128.13,51.5,668,
BGE-base-en-v1.5__default__conceptual_abstract_only__gemma4-E2B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,conceptual_abstract_only,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.062714,0.104833,0.087278,0.094386,0.134107,0.173328,0.314072,0.455165,0.620509,0.75,0.056886,0.136228,0.185629,0.550898,155.12,82.0,668,
BGE-base-en-v1.5__default__fable_conceptual_abstract__gemma4-E2B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,fable_conceptual_abstract,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.088566,0.122009,0.11416,0.124526,0.172954,0.208009,0.35252,0.459431,0.620609,0.735454,0.068862,0.155689,0.221557,0.550898,149.21,77.0,668,
BGE-base-en-v1.5__default__cot_proverb_fable__gemma4-E2B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,cot_proverb_fable,gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,0.093833,0.128806,0.121593,0.143313,0.18498,0.234855,0.399925,0.523977,0.676048,0.778792,0.067365,0.178144,0.236527,0.627246,131.94,54.5,668,
BGE-base-en-v1.5__default__cot_proverb_only__gemma4-E2B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,cot_proverb_only,gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,0.071148,0.108454,0.09607,0.105215,0.148179,0.176771,0.322231,0.442066,0.601597,0.71008,0.053892,0.140719,0.199102,0.54491,162.38,78.0,668,
BGE-base-en-v1.5__default__fable_cot_proverb__gemma4-E2B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,fable_cot_proverb,gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,0.082554,0.113963,0.108535,0.122979,0.169736,0.201647,0.3375,0.472081,0.612151,0.727595,0.05988,0.155689,0.22006,0.568862,150.36,75.0,668,
BGE-base-en-v1.5__default__direct_moral_fable__gemma4-E2B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,direct_moral_fable,gemma4-E2B,google/gemma-4-E2B-it,direct_moral,0.103139,0.144266,0.133385,0.150898,0.197904,0.24733,0.429042,0.548229,0.695808,0.787525,0.079341,0.194611,0.260479,0.649701,122.84,42.5,668,
BGE-base-en-v1.5__default__direct_moral_only__gemma4-E2B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,direct_moral_only,gemma4-E2B,google/gemma-4-E2B-it,direct_moral,0.079722,0.12144,0.106418,0.119785,0.160629,0.201098,0.361302,0.491417,0.631911,0.733733,0.067365,0.158683,0.214072,0.595808,146.17,61.0,668,
BGE-base-en-v1.5__default__fable_direct_moral__gemma4-E2B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,fable_direct_moral,gemma4-E2B,google/gemma-4-E2B-it,direct_moral,0.085999,0.117325,0.111672,0.125798,0.173004,0.207959,0.355838,0.476871,0.62485,0.731163,0.064371,0.157186,0.217066,0.568862,146.4,68.0,668,
BGE-base-en-v1.5__default__fable_proverb__gemma4-E2B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,fable_proverb,gemma4-E2B,google/gemma-4-E2B-it,proverb,0.060525,0.086088,0.07959,0.086228,0.125499,0.149376,0.299227,0.407385,0.577844,0.701547,0.041916,0.106287,0.161677,0.510479,167.4,92.0,668,
BGE-base-en-v1.5__default__proverb_fable__gemma4-E2B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,proverb_fable,gemma4-E2B,google/gemma-4-E2B-it,proverb,0.056133,0.080793,0.074423,0.078668,0.11981,0.152146,0.286702,0.386053,0.54481,0.692166,0.040419,0.100299,0.154192,0.482036,177.89,109.0,668,
BGE-base-en-v1.5__default__proverb_only__gemma4-E2B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,default,proverb_only,gemma4-E2B,google/gemma-4-E2B-it,proverb,0.00282,0.01241,0.005431,0.004865,0.011602,0.019336,0.066567,0.128044,0.266667,0.411826,0.001497,0.007485,0.017964,0.193114,316.94,296.0,668,
BGE-base-en-v1.5__general__conceptual_abstract_fable__gemma4-E2B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,conceptual_abstract_fable,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.039452,0.063165,0.058599,0.066766,0.107161,0.128718,0.268413,0.391866,0.548154,0.683483,0.020958,0.086826,0.14521,0.495509,176.21,104.0,668,
BGE-base-en-v1.5__general__conceptual_abstract_only__gemma4-E2B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,conceptual_abstract_only,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.035655,0.063853,0.05194,0.049376,0.086203,0.107211,0.235853,0.356961,0.541168,0.678518,0.028443,0.07485,0.127246,0.450599,189.85,129.0,668,
BGE-base-en-v1.5__general__fable_conceptual_abstract__gemma4-E2B__conceptual_abstract,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,fable_conceptual_abstract,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.047849,0.069031,0.065167,0.073528,0.110329,0.140494,0.25983,0.37525,0.523653,0.649227,0.02994,0.08982,0.136228,0.471557,191.18,113.5,668,
BGE-base-en-v1.5__general__cot_proverb_fable__gemma4-E2B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,cot_proverb_fable,gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,0.056473,0.088203,0.07737,0.08226,0.125075,0.155289,0.290269,0.398179,0.547255,0.678368,0.04491,0.109281,0.161677,0.489521,179.5,107.0,668,
BGE-base-en-v1.5__general__cot_proverb_only__gemma4-E2B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,cot_proverb_only,gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,0.050135,0.078219,0.068971,0.08236,0.111702,0.133184,0.257385,0.370958,0.55509,0.663523,0.035928,0.106287,0.148204,0.465569,192.2,121.5,668,
BGE-base-en-v1.5__general__fable_cot_proverb__gemma4-E2B__cot_proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,fable_cot_proverb,gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,0.047659,0.070216,0.064686,0.069686,0.10766,0.130289,0.248303,0.370235,0.542241,0.654666,0.032934,0.088323,0.134731,0.464072,190.56,119.5,668,
BGE-base-en-v1.5__general__direct_moral_fable__gemma4-E2B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,direct_moral_fable,gemma4-E2B,google/gemma-4-E2B-it,direct_moral,0.065879,0.097196,0.08451,0.092216,0.122231,0.143912,0.275549,0.399975,0.576048,0.693688,0.052395,0.122754,0.166168,0.501497,169.36,99.5,668,
BGE-base-en-v1.5__general__direct_moral_only__gemma4-E2B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,direct_moral_only,gemma4-E2B,google/gemma-4-E2B-it,direct_moral,0.044401,0.078078,0.068073,0.067839,0.121457,0.155065,0.276747,0.400349,0.570933,0.711677,0.035928,0.101796,0.163174,0.495509,173.32,101.5,668,
BGE-base-en-v1.5__general__fable_direct_moral__gemma4-E2B__direct_moral,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,fable_direct_moral,gemma4-E2B,google/gemma-4-E2B-it,direct_moral,0.055147,0.078934,0.070564,0.076547,0.107036,0.134057,0.266367,0.375823,0.526472,0.650973,0.043413,0.097305,0.134731,0.473054,190.33,112.0,668,
BGE-base-en-v1.5__general__fable_proverb__gemma4-E2B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,fable_proverb,gemma4-E2B,google/gemma-4-E2B-it,proverb,0.034076,0.052385,0.046268,0.043688,0.077869,0.097231,0.207909,0.307186,0.490818,0.615369,0.025449,0.056886,0.097305,0.402695,210.37,145.0,668,
BGE-base-en-v1.5__general__proverb_fable__gemma4-E2B__proverb,BGE-base-en-v1.5,BAAI/bge-base-en-v1.5,general,proverb_fable,gemma4-E2B,google/gemma-4-E2B-it,proverb,0.034101,0.050209,0.045576,0.049825,0.075574,0.092764,0.181262,0.294162,0.446806,0.585679,0.022455,0.058383,0.095808,0.378743,223.13,170.0,668,
