moral_id,moral_text,relevant_fable,ranked_ids,reciprocal_rank,r_at_1,r_at_5,r_at_10,ndcg_at_10,rank,full_rank
moral_0015,It is easy to propose impossible remedies.,fable_0015,fable_0674|fable_0087|fable_0562|fable_0329|fable_0292|fable_0640|fable_0133|fable_0503|fable_0625|fable_0015,0.1,0.0,0.0,1.0,0.2890648263178879,10,10
moral_0005,To be satisfied with one's lot is better than to desire something which one is not fitted to receive.,fable_0005,fable_0555|fable_0005|fable_0102|fable_0270|fable_0200|fable_0085|fable_0552|fable_0268|fable_0235|fable_0401,0.5,0.0,1.0,1.0,0.6309297535714575,2,2
moral_0039,It is foolish to expect help from someone who is naturally unkind.,fable_0039,fable_0308|fable_0575|fable_0679|fable_0705|fable_0007|fable_0513|fable_0280|fable_0507|fable_0146|fable_0039,0.1,0.0,0.0,1.0,0.2890648263178879,10,10
moral_0022,Men often applaud an imitation and hiss the real thing.,fable_0022,fable_0022|fable_0253|fable_0233|fable_0613|fable_0028|fable_0063|fable_0321|fable_0603|fable_0448|fable_0110,1.0,1.0,1.0,1.0,1.0,1,1
moral_0033,"If words suffice not, blows must follow.",fable_0033,fable_0700|fable_0033|fable_0692|fable_0470|fable_0058|fable_0012|fable_0259|fable_0450|fable_0080|fable_0651,0.5,0.0,1.0,1.0,0.6309297535714575,2,2
moral_0010,Vices are their own punishment.,fable_0010,fable_0616|fable_0186|fable_0032|fable_0395|fable_0313|fable_0365|fable_0339|fable_0349|fable_0402|fable_0520,0.0,0.0,0.0,0.0,0.0,,19
moral_0004,Men often bear little grievances with less courage than they do large misfortunes.,fable_0004,fable_0004|fable_0122|fable_0176|fable_0467|fable_0069|fable_0625|fable_0083|fable_0222|fable_0363|fable_0021,1.0,1.0,1.0,1.0,1.0,1,1
moral_0034,The greatest kindness will not bind the ungrateful.,fable_0034,fable_0182|fable_0632|fable_0000|fable_0430|fable_0665|fable_0146|fable_0049|fable_0247|fable_0367|fable_0479,0.0,0.0,0.0,0.0,0.0,,37
moral_0046,Consider carefully before changing your situation.,fable_0046,fable_0324|fable_0389|fable_0393|fable_0667|fable_0375|fable_0279|fable_0369|fable_0657|fable_0676|fable_0141,0.0,0.0,0.0,0.0,0.0,,64
moral_0028,Men often revert to their natural instincts.,fable_0028,fable_0024|fable_0023|fable_0028|fable_0165|fable_0147|fable_0591|fable_0613|fable_0524|fable_0570|fable_0537,0.3333333333333333,0.0,1.0,1.0,0.5,3,3
moral_0001,Appearances are deceptive.,fable_0001,fable_0546|fable_0677|fable_0534|fable_0445|fable_0496|fable_0116|fable_0303|fable_0685|fable_0497|fable_0117,0.0,0.0,0.0,0.0,0.0,,136
moral_0011,It's good to be able to laugh at yourself.,fable_0011,fable_0515|fable_0129|fable_0550|fable_0071|fable_0069|fable_0543|fable_0221|fable_0114|fable_0484|fable_0122,0.0,0.0,0.0,0.0,0.0,,39
moral_0023,Nature reveals itself.,fable_0023,fable_0526|fable_0535|fable_0623|fable_0497|fable_0023|fable_0269|fable_0135|fable_0055|fable_0133|fable_0154,0.2,0.0,1.0,1.0,0.38685280723454163,5,5
moral_0040,Better one safe way than a hundred on which you cannot reckon.,fable_0040,fable_0040|fable_0084|fable_0393|fable_0375|fable_0639|fable_0654|fable_0667|fable_0045|fable_0164|fable_0585,1.0,1.0,1.0,1.0,1.0,1,1
moral_0017,Necessity knows no law.,fable_0017,fable_0362|fable_0608|fable_0403|fable_0630|fable_0163|fable_0428|fable_0017|fable_0465|fable_0452|fable_0238,0.14285714285714285,0.0,0.0,1.0,0.3333333333333333,7,7
moral_0006,Clumsy jesting is no joke.,fable_0006,fable_0233|fable_0603|fable_0071|fable_0646|fable_0022|fable_0642|fable_0612|fable_0012|fable_0020|fable_0136,0.0,0.0,0.0,0.0,0.0,,16
moral_0008,"Fine clothes may disguise, but silly words will disclose a fool.",fable_0008,fable_0008|fable_0043|fable_0071|fable_0110|fable_0095|fable_0530|fable_0022|fable_0370|fable_0685|fable_0028,1.0,1.0,1.0,1.0,1.0,1,1
moral_0029,Those who enter by the back stairs may expect to be shown out at the window.,fable_0029,fable_0579|fable_0551|fable_0166|fable_0006|fable_0029|fable_0565|fable_0030|fable_0681|fable_0294|fable_0055,0.2,0.0,1.0,1.0,0.38685280723454163,5,5
moral_0026,Precious things are for those that can prize them.,fable_0026,fable_0026|fable_0635|fable_0406|fable_0167|fable_0701|fable_0447|fable_0660|fable_0441|fable_0438|fable_0289,1.0,1.0,1.0,1.0,1.0,1,1
moral_0021,"Whatever you do, do with all your might.",fable_0021,fable_0051|fable_0347|fable_0699|fable_0149|fable_0104|fable_0059|fable_0649|fable_0292|fable_0559|fable_0608,0.0,0.0,0.0,0.0,0.0,,37
moral_0018,Be on guard against men who can strike from a distance.,fable_0018,fable_0140|fable_0018|fable_0248|fable_0263|fable_0180|fable_0229|fable_0084|fable_0399|fable_0350|fable_0245,0.5,0.0,1.0,1.0,0.6309297535714575,2,2
moral_0041,Cunning often outwits itself.,fable_0041,fable_0317|fable_0248|fable_0512|fable_0116|fable_0275|fable_0242|fable_0009|fable_0379|fable_0488|fable_0055,0.0,0.0,0.0,0.0,0.0,,266
moral_0036,A little thing in hand is worth more than a great thing in prospect.,fable_0036,fable_0279|fable_0077|fable_0036|fable_0654|fable_0298|fable_0403|fable_0564|fable_0667|fable_0571|fable_0566,0.3333333333333333,0.0,1.0,1.0,0.5,3,3
moral_0035,Birds of a feather flock together.,fable_0035,fable_0327|fable_0296|fable_0372|fable_0246|fable_0397|fable_0166|fable_0035|fable_0332|fable_0525|fable_0337,0.14285714285714285,0.0,0.0,1.0,0.3333333333333333,7,7
moral_0042,Do unto others what you would have them do unto you.,fable_0042,fable_0626|fable_0243|fable_0042|fable_0039|fable_0130|fable_0402|fable_0195|fable_0472|fable_0454|fable_0395,0.3333333333333333,0.0,1.0,1.0,0.5,3,3
moral_0012,You will only injure yourself if you take notice of despicable enemies.,fable_0012,fable_0186|fable_0664|fable_0548|fable_0123|fable_0012|fable_0225|fable_0653|fable_0069|fable_0519|fable_0561,0.2,0.0,1.0,1.0,0.38685280723454163,5,5
moral_0047,There is as much malice in a wink as in a word.,fable_0047,fable_0675|fable_0263|fable_0012|fable_0114|fable_0106|fable_0664|fable_0033|fable_0651|fable_0677|fable_0314,0.0,0.0,0.0,0.0,0.0,,47
moral_0002,There's a time for work and a time for play.,fable_0002,fable_0149|fable_0002|fable_0148|fable_0673|fable_0676|fable_0214|fable_0057|fable_0129|fable_0645|fable_0498,0.5,0.0,1.0,1.0,0.6309297535714575,2,2
moral_0024,Nature reveals itself.,fable_0024,fable_0526|fable_0535|fable_0623|fable_0497|fable_0023|fable_0269|fable_0135|fable_0055|fable_0133|fable_0154,0.0,0.0,0.0,0.0,0.0,,39
moral_0019,Do not attempt too much at once.,fable_0019,fable_0347|fable_0292|fable_0627|fable_0671|fable_0433|fable_0019|fable_0342|fable_0508|fable_0040|fable_0654,0.16666666666666666,0.0,0.0,1.0,0.3562071871080222,6,6
moral_0000,Gratitude is the sign of noble souls.,fable_0000,fable_0139|fable_0172|fable_0632|fable_0568|fable_0182|fable_0588|fable_0250|fable_0430|fable_0146|fable_0047,0.0,0.0,0.0,0.0,0.0,,14
moral_0007,An ounce of prevention is worth a pound of cure.,fable_0007,fable_0214|fable_0612|fable_0375|fable_0098|fable_0288|fable_0002|fable_0188|fable_0241|fable_0625|fable_0149,0.0,0.0,0.0,0.0,0.0,,87
moral_0030,People often grudge others what they cannot enjoy themselves.,fable_0030,fable_0483|fable_0010|fable_0513|fable_0030|fable_0617|fable_0019|fable_0638|fable_0062|fable_0235|fable_0185,0.25,0.0,1.0,1.0,0.43067655807339306,4,4
moral_0013,He that is neither one thing nor the other has no friends.,fable_0013,fable_0013|fable_0309|fable_0074|fable_0453|fable_0376|fable_0078|fable_0702|fable_0190|fable_0053|fable_0694,1.0,1.0,1.0,1.0,1.0,1,1
