moral_id,moral_text,relevant_fable,ranked_ids,reciprocal_rank,r_at_1,r_at_5,r_at_10,ndcg_at_10,rank,latency_s
moral_0015,It is easy to propose impossible remedies.,fable_0015,fable_0386|fable_0341|fable_0251|fable_0358|fable_0265|fable_0148|fable_0162|fable_0668|fable_0587|fable_0555,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0016,Each member in his proper sphere must work for the common good.,fable_0016,fable_0016|fable_0280|fable_0150|fable_0152|fable_0599|fable_0311|fable_0308|fable_0602|fable_0351|fable_0705,1.0,1.0,1.0,1.0,1.0,1,0.0
moral_0017,Necessity knows no law.,fable_0017,fable_0383|fable_0647|fable_0280|fable_0602|fable_0656|fable_0565|fable_0295|fable_0059|fable_0524|fable_0554,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0018,Be on guard against men who can strike from a distance.,fable_0018,fable_0556|fable_0283|fable_0284|fable_0032|fable_0403|fable_0054|fable_0280|fable_0140|fable_0340|fable_0542,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0019,Do not attempt too much at once.,fable_0019,fable_0555|fable_0184|fable_0667|fable_0663|fable_0664|fable_0660|fable_0690|fable_0645|fable_0360|fable_0554,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0020,One man's pleasure may be another's pain.,fable_0020,fable_0383|fable_0158|fable_0532|fable_0300|fable_0455|fable_0545|fable_0101|fable_0286|fable_0330|fable_0573,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0021,"Whatever you do, do with all your might.",fable_0021,fable_0356|fable_0041|fable_0511|fable_0650|fable_0569|fable_0634|fable_0555|fable_0605|fable_0661|fable_0706,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0022,Men often applaud an imitation and hiss the real thing.,fable_0022,fable_0253|fable_0028|fable_0359|fable_0552|fable_0022|fable_0008|fable_0251|fable_0101|fable_0044|fable_0237,0.2,0.0,1.0,1.0,0.38685280723454163,5,0.0
moral_0023,Nature reveals itself.,fable_0023,fable_0555|fable_0509|fable_0611|fable_0568|fable_0105|fable_0194|fable_0671|fable_0153|fable_0700|fable_0135,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0024,Nature reveals itself.,fable_0024,fable_0611|fable_0103|fable_0568|fable_0507|fable_0660|fable_0330|fable_0655|fable_0131|fable_0560|fable_0134,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0025,He who is once deceived is doubly cautious.,fable_0025,fable_0383|fable_0004|fable_0411|fable_0485|fable_0313|fable_0310|fable_0101|fable_0102|fable_0064|fable_0059,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0026,Precious things are for those that can prize them.,fable_0026,fable_0026|fable_0365|fable_0560|fable_0356|fable_0499|fable_0506|fable_0148|fable_0157|fable_0569|fable_0250,1.0,1.0,1.0,1.0,1.0,1,0.0
moral_0027,Little by little does the trick.,fable_0027,fable_0569|fable_0383|fable_0467|fable_0662|fable_0305|fable_0564|fable_0288|fable_0264|fable_0656|fable_0653,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0028,Men often revert to their natural instincts.,fable_0028,fable_0251|fable_0251|fable_0251|fable_0251|fable_0251|fable_0251|fable_0251|fable_0251|fable_0251|fable_0251,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0029,Those who enter by the back stairs may expect to be shown out at the window.,fable_0029,fable_0422|fable_0029|fable_0011|fable_0040|fable_0080|fable_0302|fable_0018|fable_0149|fable_0648|fable_0203,0.5,0.0,1.0,1.0,0.6309297535714575,2,0.0
moral_0030,People often grudge others what they cannot enjoy themselves.,fable_0030,fable_0383|fable_0483|fable_0021|fable_0599|fable_0108|fable_0532|fable_0106|fable_0630|fable_0312|fable_0010,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0031,"He who covets what belongs to another, deservedly loses his own.",fable_0031,fable_0383|fable_0532|fable_0251|fable_0101|fable_0630|fable_0152|fable_0638|fable_0302|fable_0301|fable_0339,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0032,How often do we supply our enemies with the means of our own destruction.,fable_0032,fable_0383|fable_0532|fable_0406|fable_0312|fable_0316|fable_0197|fable_0459|fable_0420|fable_0263|fable_0162,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0033,"If words suffice not, blows must follow.",fable_0033,fable_0383|fable_0656|fable_0100|fable_0480|fable_0700|fable_0012|fable_0340|fable_0641|fable_0127|fable_0016,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0034,The greatest kindness will not bind the ungrateful.,fable_0034,fable_0172|fable_0383|fable_0064|fable_0102|fable_0560|fable_0339|fable_0656|fable_0575|fable_0459|fable_0465,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0035,Birds of a feather flock together.,fable_0035,fable_0327|fable_0532|fable_0013|fable_0190|fable_0664|fable_0599|fable_0003|fable_0287|fable_0139|fable_0312,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0036,A little thing in hand is worth more than a great thing in prospect.,fable_0036,fable_0150|fable_0280|fable_0568|fable_0656|fable_0251|fable_0577|fable_0002|fable_0695|fable_0661|fable_0077,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0037,To do the right thing at the right season is a great art.,fable_0037,fable_0666|fable_0560|fable_0077|fable_0611|fable_0149|fable_0663|fable_0557|fable_0654|fable_0568|fable_0571,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0038,Union is strength.,fable_0038,fable_0511|fable_0016|fable_0599|fable_0480|fable_0705|fable_0661|fable_0623|fable_0202|fable_0312|fable_0597,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0039,It is foolish to expect help from someone who is naturally unkind.,fable_0039,fable_0383|fable_0539|fable_0353|fable_0608|fable_0459|fable_0579|fable_0335|fable_0108|fable_0068|fable_0565,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0040,Better one safe way than a hundred on which you cannot reckon.,fable_0040,fable_0656|fable_0105|fable_0375|fable_0102|fable_0628|fable_0064|fable_0694|fable_0286|fable_0130|fable_0653,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0041,Cunning often outwits itself.,fable_0041,fable_0383|fable_0040|fable_0532|fable_0355|fable_0299|fable_0190|fable_0644|fable_0422|fable_0653|fable_0656,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0042,Do unto others what you would have them do unto you.,fable_0042,fable_0626|fable_0135|fable_0068|fable_0383|fable_0402|fable_0629|fable_0542|fable_0446|fable_0320|fable_0011,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0043,Flatterers are not to be trusted.,fable_0043,fable_0386|fable_0538|fable_0251|fable_0044|fable_0043|fable_0424|fable_0302|fable_0303|fable_0137|fable_0406,0.2,0.0,1.0,1.0,0.38685280723454163,5,0.0
moral_0044,Do not trust flatterers.,fable_0044,fable_0383|fable_0430|fable_0251|fable_0043|fable_0056|fable_0302|fable_0137|fable_0593|fable_0422|fable_0315,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0045,Look before you leap.,fable_0045,fable_0375|fable_0103|fable_0188|fable_0021|fable_0564|fable_0119|fable_0258|fable_0426|fable_0380|fable_0070,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0046,Consider carefully before changing your situation.,fable_0046,fable_0532|fable_0383|fable_0404|fable_0667|fable_0355|fable_0656|fable_0251|fable_0650|fable_0553|fable_0306,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0047,There is as much malice in a wink as in a word.,fable_0047,fable_0383|fable_0315|fable_0044|fable_0477|fable_0537|fable_0420|fable_0539|fable_0193|fable_0240|fable_0424,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0048,Better no rule than cruel rule.,fable_0048,fable_0383|fable_0484|fable_0048|fable_0602|fable_0321|fable_0264|fable_0628|fable_0584|fable_0645|fable_0128,0.3333333333333333,0.0,1.0,1.0,0.5,3,0.0
moral_0049,Old friends should not be sacrificed for new ones.,fable_0049,fable_0383|fable_0533|fable_0035|fable_0566|fable_0624|fable_0302|fable_0455|fable_0349|fable_0599|fable_0101,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0050,Greed often overreaches itself.,fable_0050,fable_0383|fable_0256|fable_0018|fable_0004|fable_0050|fable_0557|fable_0660|fable_0356|fable_0525|fable_0408,0.2,0.0,1.0,1.0,0.38685280723454163,5,0.0
moral_0051,Necessity is our strongest weapon.,fable_0051,fable_0365|fable_0607|fable_0059|fable_0386|fable_0424|fable_0113|fable_0155|fable_0076|fable_0576|fable_0280,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0052,There is always someone worse off than yourself.,fable_0052,fable_0532|fable_0383|fable_0280|fable_0393|fable_0649|fable_0150|fable_0656|fable_0576|fable_0201|fable_0048,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0053,"He that has many friends, has no friends.",fable_0053,fable_0173|fable_0014|fable_0053|fable_0315|fable_0590|fable_0170|fable_0702|fable_0193|fable_0255|fable_0052,0.3333333333333333,0.0,1.0,1.0,0.5,3,0.0
moral_0054,We often despise what is most useful to us.,fable_0054,fable_0383|fable_0532|fable_0306|fable_0101|fable_0656|fable_0251|fable_0280|fable_0546|fable_0677|fable_0033,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0055,Nothing escapes the master's eye.,fable_0055,fable_0383|fable_0532|fable_0384|fable_0650|fable_0599|fable_0607|fable_0348|fable_0116|fable_0288|fable_0678,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0056,Avoid a remedy that is worse than the disease.,fable_0056,fable_0383|fable_0164|fable_0574|fable_0286|fable_0335|fable_0658|fable_0504|fable_0285|fable_0131|fable_0640,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0057,He laughs best that laughs last.,fable_0057,fable_0280|fable_0306|fable_0371|fable_0654|fable_0101|fable_0174|fable_0383|fable_0532|fable_0690|fable_0649,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0058,Strife feeds on conflict.,fable_0058,fable_0058|fable_0653|fable_0705|fable_0190|fable_0016|fable_0013|fable_0708|fable_0302|fable_0325|fable_0312,1.0,1.0,1.0,1.0,1.0,1,0.0
moral_0059,Self-help is the best help.,fable_0059,fable_0656|fable_0059|fable_0707|fable_0280|fable_0607|fable_0106|fable_0560|fable_0634|fable_0036|fable_0016,0.5,0.0,1.0,1.0,0.6309297535714575,2,0.0
moral_0060,"If you allow men to use you for your own purposes, they will use you for theirs.",fable_0060,fable_0532|fable_0315|fable_0383|fable_0459|fable_0454|fable_0687|fable_0290|fable_0418|fable_0424|fable_0622,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0061,The hero is brave in deeds as well as words.,fable_0061,fable_0383|fable_0532|fable_0146|fable_0196|fable_0101|fable_0105|fable_0560|fable_0483|fable_0484|fable_0564,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0062,Abstain and enjoy.,fable_0062,fable_0307|fable_0705|fable_0131|fable_0570|fable_0149|fable_0649|fable_0632|fable_0102|fable_0706|fable_0187,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0063,The desire for imaginary benefits often involves the loss of present blessings.,fable_0063,fable_0372|fable_0383|fable_0280|fable_0667|fable_0066|fable_0007|fable_0102|fable_0657|fable_0571|fable_0050,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0064,Sorrow not over what is lost forever.,fable_0064,fable_0360|fable_0568|fable_0555|fable_0569|fable_0706|fable_0201|fable_0334|fable_0640|fable_0639|fable_0103,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0065,Youth's first duty is reverence to parents.,fable_0065,fable_0119|fable_0357|fable_0443|fable_0251|fable_0529|fable_0706|fable_0644|fable_0640|fable_0597|fable_0698,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0066,Self-help is the best help.,fable_0066,fable_0059|fable_0609|fable_0059|fable_0371|fable_0555|fable_0105|fable_0661|fable_0693|fable_0280|fable_0648,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0067,Try before you trust.,fable_0067,fable_0064|fable_0451|fable_0384|fable_0069|fable_0008|fable_0188|fable_0145|fable_0050|fable_0560|fable_0302,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0068,Happy is the man who learns from the misfortunes of others.,fable_0068,fable_0383|fable_0532|fable_0015|fable_0650|fable_0101|fable_0102|fable_0280|fable_0048|fable_0497|fable_0648,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0069,Small liberties can be large offenses.,fable_0069,fable_0693|fable_0564|fable_0016|fable_0655|fable_0002|fable_0306|fable_0040|fable_0103|fable_0170|fable_0191,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0070,"You may share the labours of the great, but you will not share the spoil.",fable_0070,fable_0383|fable_0532|fable_0311|fable_0068|fable_0006|fable_0547|fable_0661|fable_0108|fable_0650|fable_0016,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0071,Wit always has an answer ready.,fable_0071,fable_0129|fable_0355|fable_0013|fable_0042|fable_0142|fable_0648|fable_0608|fable_0584|fable_0077|fable_0101,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0072,Straws show how the wind blows.,fable_0072,fable_0077|fable_0105|fable_0083|fable_0450|fable_0522|fable_0509|fable_0137|fable_0639|fable_0507|fable_0599,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0073,Yield to all and you will soon have nothing to yield.,fable_0073,fable_0545|fable_0190|fable_0022|fable_0100|fable_0360|fable_0029|fable_0706|fable_0557|fable_0568|fable_0320,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0074,The man who talks for both sides is not to be trusted by either.,fable_0074,fable_0190|fable_0013|fable_0014|fable_0383|fable_0315|fable_0404|fable_0241|fable_0538|fable_0705|fable_0561,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0075,"One story is good, till another is told.",fable_0075,fable_0383|fable_0100|fable_0640|fable_0338|fable_0306|fable_0305|fable_0051|fable_0142|fable_0557|fable_0597,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0076,Greatness has its penalties.,fable_0076,fable_0383|fable_0647|fable_0538|fable_0381|fable_0685|fable_0101|fable_0557|fable_0050|fable_0629|fable_0457,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0077,Do not count your chickens before they are hatched.,fable_0077,fable_0077|fable_0141|fable_0596|fable_0503|fable_0181|fable_0564|fable_0334|fable_0373|fable_0663|fable_0571,1.0,1.0,1.0,1.0,1.0,1,0.0
moral_0078,Try to please all and you end by pleasing none.,fable_0078,fable_0078|fable_0190|fable_0708|fable_0355|fable_0321|fable_0101|fable_0584|fable_0064|fable_0521|fable_0594,1.0,1.0,1.0,1.0,1.0,1,0.0
moral_0079,Don't make a big fuss over nothing.,fable_0079,fable_0004|fable_0334|fable_0608|fable_0394|fable_0568|fable_0609|fable_0105|fable_0079|fable_0280|fable_0555,0.125,0.0,0.0,1.0,0.31546487678572877,8,0.0
moral_0080,Enemies' promises are made to be broken.,fable_0080,fable_0383|fable_0420|fable_0064|fable_0301|fable_0045|fable_0237|fable_0406|fable_0062|fable_0315|fable_0261,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0081,Be sure of your pedigree before you boast of it.,fable_0081,fable_0539|fable_0321|fable_0610|fable_0575|fable_0033|fable_0560|fable_0102|fable_0255|fable_0162|fable_0704,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0082,Enemies' promises are made to be broken.,fable_0082,fable_0420|fable_0383|fable_0315|fable_0303|fable_0338|fable_0064|fable_0237|fable_0665|fable_0231|fable_0390,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0083,Stoop to conquer.,fable_0083,fable_0557|fable_0386|fable_0138|fable_0306|fable_0321|fable_0275|fable_0102|fable_0486|fable_0454|fable_0033,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0084,Trouble comes from the direction we least expect it.,fable_0084,fable_0383|fable_0404|fable_0283|fable_0284|fable_0077|fable_0499|fable_0568|fable_0384|fable_0586|fable_0460,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0085,Be content with your lot; one cannot be first in everything.,fable_0085,fable_0105|fable_0555|fable_0694|fable_0687|fable_0101|fable_0535|fable_0579|fable_0356|fable_0699|fable_0250,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0086,Self-interest alone moves some men.,fable_0086,fable_0383|fable_0532|fable_0650|fable_0559|fable_0260|fable_0320|fable_0050|fable_0494|fable_0360|fable_0600,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0087,"Those who would mend others, should first mend themselves.",fable_0087,fable_0550|fable_0056|fable_0016|fable_0648|fable_0606|fable_0355|fable_0103|fable_0101|fable_0302|fable_0268,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0088,Change of habit cannot alter nature.,fable_0088,fable_0023|fable_0138|fable_0141|fable_0384|fable_0560|fable_0246|fable_0144|fable_0557|fable_0267|fable_0206,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0089,Vicious people cannot resist hurting others even when it is not in their own interests.,fable_0089,fable_0383|fable_0532|fable_0484|fable_0545|fable_0653|fable_0301|fable_0420|fable_0480|fable_0359|fable_0455,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0090,"Regardless of our wishes, or even our intent, it is to our Nature alone that we will be faithful.",fable_0090,fable_0053|fable_0251|fable_0221|fable_0555|fable_0003|fable_0256|fable_0116|fable_0281|fable_0591|fable_0468,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0091,One good turn deserves another.,fable_0091,fable_0251|fable_0383|fable_0650|fable_0554|fable_0361|fable_0450|fable_0103|fable_0475|fable_0430|fable_0627,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0092,It is useless attacking the insensible.,fable_0092,fable_0405|fable_0118|fable_0440|fable_0227|fable_0157|fable_0101|fable_0013|fable_0359|fable_0154|fable_0251,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0093,Understand what you are doing before you do it.,fable_0093,fable_0383|fable_0359|fable_0303|fable_0427|fable_0375|fable_0022|fable_0612|fable_0140|fable_0005|fable_0483,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0094,"There is no believing a liar, even when he speaks the truth.",fable_0094,fable_0545|fable_0303|fable_0302|fable_0137|fable_0650|fable_0586|fable_0429|fable_0255|fable_0174|fable_0064,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0095,A liar deceives no one but himself.,fable_0095,fable_0383|fable_0301|fable_0557|fable_0612|fable_0647|fable_0190|fable_0175|fable_0413|fable_0604|fable_0706,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0096,Fine work gets preserved and treasured.,fable_0096,fable_0500|fable_0250|fable_0569|fable_0687|fable_0283|fable_0355|fable_0489|fable_0145|fable_0659|fable_0650,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0097,Two blacks do not make a white.,fable_0097,fable_0152|fable_0120|fable_0044|fable_0560|fable_0321|fable_0171|fable_0354|fable_0015|fable_0539|fable_0158,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0098,"Destroy the seed of evil, or it will grow up to your ruin.",fable_0098,fable_0611|fable_0650|fable_0351|fable_0648|fable_0250|fable_0152|fable_0454|fable_0137|fable_0662|fable_0656,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0099,A bribe in hand betrays mischief at heart.,fable_0099,fable_0383|fable_0532|fable_0315|fable_0424|fable_0301|fable_0255|fable_0706|fable_0405|fable_0648|fable_0539,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0100,Every man for himself.,fable_0100,fable_0532|fable_0383|fable_0016|fable_0302|fable_0301|fable_0101|fable_0668|fable_0312|fable_0330|fable_0163,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0101,Never put yourself in your enemy's clutches.,fable_0101,fable_0532|fable_0315|fable_0422|fable_0455|fable_0424|fable_0538|fable_0703|fable_0164|fable_0420|fable_0412,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0102,"If men had all they wished, they would be often ruined.",fable_0102,fable_0667|fable_0010|fable_0567|fable_0018|fable_0024|fable_0383|fable_0181|fable_0106|fable_0050|fable_0555,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0103,Everyone is more or less master of his own fate.,fable_0103,fable_0103|fable_0276|fable_0555|fable_0706|fable_0422|fable_0503|fable_0644|fable_0556|fable_0560|fable_0059,1.0,1.0,1.0,1.0,1.0,1,0.0
moral_0104,The loiterer often blames delay on his more active friend.,fable_0104,fable_0487|fable_0597|fable_0648|fable_0459|fable_0286|fable_0567|fable_0411|fable_0051|fable_0306|fable_0574,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0105,Obscurity often brings safety.,fable_0105,fable_0105|fable_0668|fable_0386|fable_0644|fable_0538|fable_0653|fable_0365|fable_0647|fable_0675|fable_0555,1.0,1.0,1.0,1.0,1.0,1,0.0
moral_0106,He who incites to strife is worse than he who takes part in it.,fable_0106,fable_0383|fable_0532|fable_0300|fable_0312|fable_0551|fable_0306|fable_0404|fable_0587|fable_0596|fable_0705,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0107,Equals make the best friends.,fable_0107,fable_0642|fable_0055|fable_0339|fable_0593|fable_0270|fable_0028|fable_0689|fable_0662|fable_0114|fable_0371,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0108,The strong and the weak cannot keep company.,fable_0108,fable_0532|fable_0031|fable_0016|fable_0280|fable_0224|fable_0100|fable_0312|fable_0599|fable_0416|fable_0111,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0109,He who shares the danger ought to share the prize.,fable_0109,fable_0383|fable_0312|fable_0400|fable_0313|fable_0028|fable_0280|fable_0454|fable_0705|fable_0302|fable_0656,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0110,It is not only fine feathers that make fine birds.,fable_0110,fable_0503|fable_0135|fable_0564|fable_0320|fable_0556|fable_0570|fable_0560|fable_0527|fable_0658|fable_0614,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0111,Quality is better than quantity.,fable_0111,fable_0383|fable_0150|fable_0251|fable_0100|fable_0553|fable_0101|fable_0693|fable_0180|fable_0667|fable_0687,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0112,The least outlay is not always the greatest gain.,fable_0112,fable_0666|fable_0598|fable_0361|fable_0356|fable_0569|fable_0281|fable_0174|fable_0495|fable_0005|fable_0576,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0113,An invitation prompted by selfishness is not to be accepted.,fable_0113,fable_0383|fable_0537|fable_0308|fable_0301|fable_0320|fable_0354|fable_0427|fable_0312|fable_0355|fable_0315,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0114,Do not say anything at any time that you would not say at all times.,fable_0114,fable_0640|fable_0498|fable_0414|fable_0116|fable_0608|fable_0286|fable_0642|fable_0383|fable_0400|fable_0698,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0115,Men often condemn others for what they see no wrong in doing themselves.,fable_0115,fable_0383|fable_0362|fable_0550|fable_0648|fable_0001|fable_0532|fable_0020|fable_0275|fable_0306|fable_0016,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0116,Seek to harm and harm shall find you.,fable_0116,fable_0383|fable_0539|fable_0647|fable_0530|fable_0034|fable_0101|fable_0038|fable_0100|fable_0558|fable_0345,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0117,Appearances are deceptive.,fable_0117,fable_0424|fable_0044|fable_0101|fable_0380|fable_0534|fable_0040|fable_0110|fable_0008|fable_0611|fable_0589,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0118,No gratitude from the wicked.,fable_0118,fable_0479|fable_0139|fable_0565|fable_0536|fable_0182|fable_0484|fable_0383|fable_0251|fable_0353|fable_0656,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0119,We are made by our teachings in youth.,fable_0119,fable_0610|fable_0402|fable_0383|fable_0180|fable_0339|fable_0529|fable_0101|fable_0150|fable_0016|fable_0640,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0120,Some things you cannot change.,fable_0120,fable_0660|fable_0555|fable_0630|fable_0101|fable_0143|fable_0357|fable_0280|fable_0648|fable_0610|fable_0706,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0121,"Do not ever trust your enemy. Always protect yourself from him, even if he comes to you humble and supplicating.",fable_0121,fable_0383|fable_0422|fable_0459|fable_0164|fable_0620|fable_0539|fable_0484|fable_0687|fable_0424|fable_0306,0.0,0.0,0.0,0.0,0.0,,0.0
