moral_id,moral_text,relevant_fable,ranked_ids,reciprocal_rank,r_at_1,r_at_5,r_at_10,ndcg_at_10,rank,latency_s
moral_0449,"When people feel grief for their misfortunes, they avoid the place where that grief overtook them.",fable_0449,fable_0354|fable_0411|fable_0449|fable_0340|fable_0455|fable_0380|fable_0558|fable_0578|fable_0339|fable_0355,0.3333333333333333,0.0,1.0,1.0,0.5,3,0.0
moral_0450,Persuasion is better than Force.,fable_0450,fable_0383|fable_0101|fable_0636|fable_0450|fable_0548|fable_0575|fable_0320|fable_0657|fable_0355|fable_0343,0.25,0.0,1.0,1.0,0.43067655807339306,4,0.0
moral_0451,The memory of a good deed lives.,fable_0451,fable_0285|fable_0250|fable_0146|fable_0430|fable_0000|fable_0507|fable_0100|fable_0355|fable_0384|fable_0287,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0452,People often disguise their selfish desires as practical needs to justify their actions.,fable_0452,fable_0383|fable_0539|fable_0256|fable_0116|fable_0554|fable_0640|fable_0484|fable_0402|fable_0538|fable_0655,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0453,"Half-truths in some cases, are foul, and dishonest; in others, laudable; and in some again, not only honest, but necessary.",fable_0453,fable_0579|fable_0374|fable_0557|fable_0538|fable_0302|fable_0642|fable_0255|fable_0501|fable_0035|fable_0647,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0454,People who have been treated with contempt repay the deed in kind.,fable_0454,fable_0383|fable_0426|fable_0402|fable_0445|fable_0306|fable_0608|fable_0574|fable_0301|fable_0470|fable_0350,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0455,A wise person readily tolerates the insolence of strangers when he sees those same strangers mistreating one another.,fable_0455,fable_0592|fable_0386|fable_0539|fable_0414|fable_0708|fable_0321|fable_0364|fable_0306|fable_0369|fable_0578,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0456,Temptation can lead even the most virtuous individuals to compromise their integrity and values.,fable_0456,fable_0383|fable_0598|fable_0420|fable_0251|fable_0255|fable_0539|fable_0557|fable_0264|fable_0050|fable_0181,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0457,The bad things that strangers do to you are never as terrible as the things done to you by the members of your own family.,fable_0457,fable_0383|fable_0656|fable_0532|fable_0355|fable_0687|fable_0459|fable_0350|fable_0574|fable_0302|fable_0301,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0458,Some people will agree to do things under compulsion that they are not willing to do as a favour.,fable_0458,fable_0320|fable_0014|fable_0411|fable_0016|fable_0064|fable_0233|fable_0306|fable_0650|fable_0624|fable_0406,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0459,One should never trust those with a history of deceit.,fable_0459,fable_0383|fable_0301|fable_0303|fable_0302|fable_0254|fable_0553|fable_0538|fable_0420|fable_0190|fable_0646,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0460,No one gladly revisits a place where they got hurt.,fable_0460,fable_0532|fable_0383|fable_0557|fable_0459|fable_0706|fable_0355|fable_0256|fable_0644|fable_0288|fable_0348,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0461,The unjust man is envious of anyone else's good fortune.,fable_0461,fable_0532|fable_0010|fable_0162|fable_0349|fable_0720|fable_0197|fable_0479|fable_0599|fable_0579|fable_0281,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0462,Desire things you don't understand and you accept the consequences.,fable_0462,fable_0539|fable_0383|fable_0653|fable_0101|fable_0419|fable_0274|fable_0484|fable_0251|fable_0198|fable_0467,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0463,A change of place does not make you a saint.,fable_0463,fable_0101|fable_0141|fable_0478|fable_0080|fable_0114|fable_0654|fable_0646|fable_0057|fable_0369|fable_0581,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0464,Fair weather friends are not worth much.,fable_0464,fable_0383|fable_0053|fable_0293|fable_0280|fable_0555|fable_0173|fable_0066|fable_0694|fable_0043|fable_0662,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0465,"Sometimes, those you support become your worst enemy.",fable_0465,fable_0383|fable_0459|fable_0523|fable_0532|fable_0128|fable_0302|fable_0309|fable_0288|fable_0618|fable_0280,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0466,Not all advice is wise.,fable_0466,fable_0379|fable_0656|fable_0611|fable_0064|fable_0076|fable_0101|fable_0655|fable_0047|fable_0286|fable_0606,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0467,Familiarity can alleviate seemingly intractable problems.,fable_0467,fable_0467|fable_0560|fable_0648|fable_0259|fable_0411|fable_0466|fable_0557|fable_0535|fable_0141|fable_0677,1.0,1.0,1.0,1.0,1.0,1,0.0
moral_0468,Do not blame others.,fable_0468,fable_0411|fable_0648|fable_0103|fable_0568|fable_0550|fable_0056|fable_0419|fable_0586|fable_0141|fable_0646,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0469,Courage in words means nothing if you flee in danger.,fable_0469,fable_0532|fable_0647|fable_0013|fable_0141|fable_0257|fable_0094|fable_0507|fable_0306|fable_0326|fable_0659,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0470,That is how life is: we must put up with less serious losses in order to avoid worse ones.,fable_0470,fable_0560|fable_0360|fable_0554|fable_0568|fable_0656|fable_0688|fable_0657|fable_0557|fable_0286|fable_0564,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0471,Modesty and carnal love cannot survive together.,fable_0471,fable_0474|fable_0456|fable_0525|fable_0195|fable_0150|fable_0200|fable_0339|fable_0065|fable_0223|fable_0661,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0472,Appetite blinds men to their surroundings.,fable_0472,fable_0381|fable_0251|fable_0255|fable_0280|fable_0481|fable_0532|fable_0031|fable_0432|fable_0428|fable_0493,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0473,"Sometimes, those you support become your worst enemy.",fable_0473,fable_0383|fable_0532|fable_0321|fable_0455|fable_0390|fable_0451|fable_0311|fable_0575|fable_0456|fable_0312,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0474,Some may choose mutual destruction over continued suffering.,fable_0474,fable_0052|fable_0383|fable_0215|fable_0470|fable_0450|fable_0343|fable_0275|fable_0650|fable_0190|fable_0208,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0475,Even the favours of wicked people are frightening.,fable_0475,fable_0383|fable_0420|fable_0504|fable_0261|fable_0365|fable_0312|fable_0310|fable_0485|fable_0547|fable_0465,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0476,Those who neglect their own affairs while meddling in others' lives often reveal their own shortcomings.,fable_0476,fable_0532|fable_0383|fable_0016|fable_0306|fable_0280|fable_0455|fable_0581|fable_0312|fable_0701|fable_0347,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0477,What is most truly valuable is often underrated.,fable_0477,fable_0568|fable_0381|fable_0371|fable_0650|fable_0494|fable_0036|fable_0555|fable_0255|fable_0706|fable_0171,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0478,People often prefer to live simply at home than to live lavishly at someone else's house.,fable_0478,fable_0150|fable_0252|fable_0150|fable_0252|fable_0303|fable_0108|fable_0668|fable_0616|fable_0286|fable_0275,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0479,Those who act in their own self-interest while pretending to help others will not earn gratitude.,fable_0479,fable_0383|fable_0539|fable_0470|fable_0347|fable_0593|fable_0405|fable_0620|fable_0575|fable_0538|fable_0450,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0480,People often make extravagant promises which they are completely unable to carry out.,fable_0480,fable_0064|fable_0255|fable_0170|fable_0360|fable_0355|fable_0104|fable_0056|fable_0334|fable_0575|fable_0251,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0481,Bad situations rarely get better.,fable_0481,fable_0280|fable_0667|fable_0114|fable_0555|fable_0532|fable_0101|fable_0383|fable_0381|fable_0194|fable_0656,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0482,Even those who work hard may find their material wealth undone by the greed of others.,fable_0482,fable_0383|fable_0531|fable_0657|fable_0251|fable_0010|fable_0368|fable_0350|fable_0499|fable_0569|fable_0707,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0483,Some begrudge others what they cannot enjoy themselves.,fable_0483,fable_0483|fable_0383|fable_0532|fable_0100|fable_0630|fable_0697|fable_0266|fable_0010|fable_0353|fable_0599,1.0,1.0,1.0,1.0,1.0,1,0.0
moral_0484,Do not overestimate yourself.,fable_0484,fable_0581|fable_0101|fable_0669|fable_0264|fable_0336|fable_0696|fable_0258|fable_0341|fable_0050|fable_0448,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0485,Be yourself and don't pretend to be someone you're not.,fable_0485,fable_0088|fable_0011|fable_0193|fable_0110|fable_0530|fable_0316|fable_0686|fable_0661|fable_0116|fable_0148,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0486,Do not believe everything you hear.,fable_0486,fable_0064|fable_0552|fable_0251|fable_0531|fable_0302|fable_0647|fable_0149|fable_0255|fable_0005|fable_0706,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0487,"Unity is mankind's greatest good, while dissension is a weak and slavish thing.",fable_0487,fable_0511|fable_0599|fable_0016|fable_0487|fable_0076|fable_0312|fable_0531|fable_0100|fable_0628|fable_0705,0.25,0.0,1.0,1.0,0.43067655807339306,4,0.0
moral_0488,You can fool someone only so many times.,fable_0488,fable_0402|fable_0105|fable_0255|fable_0532|fable_0302|fable_0174|fable_0386|fable_0140|fable_0483|fable_0289,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0489,Telling the truth can sometimes be dangerous.,fable_0489,fable_0484|fable_0404|fable_0538|fable_0146|fable_0587|fable_0640|fable_0353|fable_0408|fable_0303|fable_0316,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0490,You should not add one problem to another.,fable_0490,fable_0383|fable_0533|fable_0647|fable_0454|fable_0444|fable_0302|fable_0137|fable_0287|fable_0298|fable_0303,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0491,"Try to make something, and do not let envy pass judgment on it. Nothing is entirely satisfactory to the dishonest.",fable_0491,fable_0383|fable_0532|fable_0162|fable_0101|fable_0658|fable_0576|fable_0349|fable_0222|fable_0620|fable_0491,0.1,0.0,0.0,1.0,0.2890648263178879,10,0.0
moral_0492,People adjust their beliefs based on what is profitable for them.,fable_0492,fable_0383|fable_0656|fable_0251|fable_0532|fable_0384|fable_0467|fable_0557|fable_0254|fable_0653|fable_0660,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0493,Unresolved issues can resurface when least expected.,fable_0493,fable_0383|fable_0533|fable_0458|fable_0422|fable_0640|fable_0146|fable_0287|fable_0668|fable_0706|fable_0384,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0494,Fortune can occasionally bestow favours that exceed a person's hopes and expectations.,fable_0494,fable_0568|fable_0555|fable_0103|fable_0569|fable_0276|fable_0223|fable_0702|fable_0411|fable_0026|fable_0201,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0495,Only a man who is out of his mind and hated by the gods delights in ugly things as if they were beautiful.,fable_0495,fable_0039|fable_0150|fable_0115|fable_0611|fable_0656|fable_0222|fable_0158|fable_0568|fable_0101|fable_0209,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0496,It is difficult to truly know a person.,fable_0496,fable_0383|fable_0539|fable_0137|fable_0340|fable_0359|fable_0261|fable_0406|fable_0310|fable_0302|fable_0642,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0497,Don't draw a conclusion based on a single observation.,fable_0497,fable_0383|fable_0532|fable_0302|fable_0024|fable_0400|fable_0143|fable_0484|fable_0106|fable_0656|fable_0145,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0498,He laughs best that laughs last.,fable_0498,fable_0371|fable_0697|fable_0101|fable_0552|fable_0649|fable_0280|fable_0461|fable_0051|fable_0268|fable_0560,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0499,"One is known by deeds, not by words.",fable_0499,fable_0383|fable_0047|fable_0504|fable_0348|fable_0255|fable_0537|fable_0302|fable_0440|fable_0706|fable_0137,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0500,Beauty is in the eyes of the beholder.,fable_0500,fable_0561|fable_0402|fable_0489|fable_0050|fable_0495|fable_0358|fable_0564|fable_0650|fable_0221|fable_0501,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0501,Notoriety is often mistaken for fame.,fable_0501,fable_0670|fable_0411|fable_0255|fable_0653|fable_0177|fable_0613|fable_0174|fable_0448|fable_0494|fable_0527,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0502,They complain most who suffer least.,fable_0502,fable_0280|fable_0553|fable_0015|fable_0002|fable_0285|fable_0157|fable_0664|fable_0282|fable_0481|fable_0574,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0503,Do not be in a hurry to change one evil for another.,fable_0503,fable_0383|fable_0539|fable_0302|fable_0251|fable_0658|fable_0459|fable_0455|fable_0308|fable_0404|fable_0554,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0504,Overconfidence often leads people into danger.,fable_0504,fable_0581|fable_0404|fable_0018|fable_0250|fable_0381|fable_0077|fable_0658|fable_0050|fable_0383|fable_0477,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0505,There is no wealth greater than liberty.,fable_0505,fable_0547|fable_0555|fable_0606|fable_0252|fable_0105|fable_0650|fable_0143|fable_0694|fable_0554|fable_0663,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0506,Some would rather fight than not.,fable_0506,fable_0289|fable_0439|fable_0101|fable_0627|fable_0656|fable_0325|fable_0581|fable_0647|fable_0648|fable_0110,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0507,Be yourself and don't pretend to be someone you're not.,fable_0507,fable_0383|fable_0648|fable_0251|fable_0013|fable_0074|fable_0559|fable_0489|fable_0263|fable_0656|fable_0498,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0508,Don't take on more than you can accomplish.,fable_0508,fable_0664|fable_0555|fable_0602|fable_0055|fable_0603|fable_0286|fable_0101|fable_0249|fable_0078|fable_0316,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0509,Use care to place your blame on the right person.,fable_0509,fable_0411|fable_0648|fable_0586|fable_0137|fable_0010|fable_0539|fable_0364|fable_0588|fable_0408|fable_0306,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0510,Beware the sort of person who uses tricks.,fable_0510,fable_0402|fable_0532|fable_0642|fable_0039|fable_0164|fable_0312|fable_0422|fable_0221|fable_0341|fable_0155,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0511,Union gives strength.,fable_0511,fable_0511|fable_0591|fable_0016|fable_0280|fable_0312|fable_0314|fable_0413|fable_0620|fable_0660|fable_0454,1.0,1.0,1.0,1.0,1.0,1,0.0
moral_0512,"Where force is not enough, cleverness must be used instead.",fable_0512,fable_0383|fable_0251|fable_0406|fable_0147|fable_0044|fable_0101|fable_0198|fable_0105|fable_0256|fable_0581,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0513,"A greedy man does not gladly give anything away, even when he has enough for himself.",fable_0513,fable_0557|fable_0101|fable_0383|fable_0152|fable_0408|fable_0258|fable_0438|fable_0010|fable_0504|fable_0707,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0514,Someone who wants to help his friend must give him what is essential and appropriate.,fable_0514,fable_0509|fable_0355|fable_0383|fable_0459|fable_0650|fable_0424|fable_0108|fable_0279|fable_0146|fable_0280,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0515,Do not ask for more than you deserve.,fable_0515,fable_0383|fable_0406|fable_0050|fable_0301|fable_0094|fable_0280|fable_0506|fable_0231|fable_0056|fable_0036,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0516,Indulgence in luxuries can lead to peril.,fable_0516,fable_0016|fable_0557|fable_0383|fable_0255|fable_0181|fable_0607|fable_0667|fable_0050|fable_0404|fable_0707,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0517,An enemy is most dangerous when offering you help.,fable_0517,fable_0383|fable_0459|fable_0598|fable_0315|fable_0422|fable_0485|fable_0386|fable_0708|fable_0424|fable_0070,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0518,The things which bring us pleasure can often be hazardous as well.,fable_0518,fable_0532|fable_0383|fable_0105|fable_0571|fable_0250|fable_0558|fable_0143|fable_0381|fable_0256|fable_0206,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0519,No one should boast when his prowess is a matter of mere circumstance.,fable_0519,fable_0105|fable_0581|fable_0662|fable_0150|fable_0101|fable_0277|fable_0619|fable_0698|fable_0104|fable_0344,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0520,No curse weighs more heavily than a guilty conscience.,fable_0520,fable_0532|fable_0383|fable_0539|fable_0400|fable_0707|fable_0416|fable_0456|fable_0666|fable_0421|fable_0619,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0521,"People are often quick to make promises, but they do not really expect to have to fulfill them.",fable_0521,fable_0064|fable_0045|fable_0237|fable_0005|fable_0040|fable_0320|fable_0702|fable_0170|fable_0648|fable_0176,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0522,Those who adapt to the times will emerge unscathed.,fable_0522,fable_0365|fable_0593|fable_0280|fable_0106|fable_0676|fable_0105|fable_0066|fable_0556|fable_0555|fable_0499,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0523,It is easy to be brave when there is no danger.,fable_0523,fable_0568|fable_0157|fable_0567|fable_0647|fable_0014|fable_0306|fable_0254|fable_0326|fable_0385|fable_0290,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0524,Love can blind even the wildest.,fable_0524,fable_0383|fable_0650|fable_0035|fable_0193|fable_0457|fable_0665|fable_0359|fable_0418|fable_0146|fable_0223,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0525,You are judged by the company you keep.,fable_0525,fable_0532|fable_0312|fable_0459|fable_0687|fable_0539|fable_0599|fable_0360|fable_0051|fable_0135|fable_0005,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0526,Do not attempt to hide things which cannot be hid.,fable_0526,fable_0384|fable_0015|fable_0583|fable_0301|fable_0101|fable_0586|fable_0640|fable_0414|fable_0538|fable_0165,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0527,Example is more powerful than precept.,fable_0527,fable_0383|fable_0656|fable_0327|fable_0251|fable_0611|fable_0043|fable_0100|fable_0306|fable_0532|fable_0312,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0528,We must make friends in prosperity if we would have their help in adversity.,fable_0528,fable_0532|fable_0350|fable_0459|fable_0280|fable_0383|fable_0650|fable_0687|fable_0312|fable_0599|fable_0142,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0529,A coward by nature will always be a coward.,fable_0529,fable_0264|fable_0654|fable_0259|fable_0624|fable_0559|fable_0326|fable_0150|fable_0647|fable_0469|fable_0029,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0530,"Do not be what you are not, nor pretend to be what you are not.",fable_0530,fable_0383|fable_0251|fable_0532|fable_0008|fable_0111|fable_0160|fable_0315|fable_0116|fable_0198|fable_0648,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0531,The word of a wicked man can never be trusted.,fable_0531,fable_0656|fable_0302|fable_0015|fable_0108|fable_0587|fable_0386|fable_0538|fable_0312|fable_0422|fable_0454,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0532,It is better to serve in safety than to rule in peril.,fable_0532,fable_0386|fable_0150|fable_0656|fable_0101|fable_0280|fable_0649|fable_0105|fable_0157|fable_0525|fable_0100,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0533,The man who treats others well is rewarded by gratitude.,fable_0533,fable_0656|fable_0568|fable_0702|fable_0383|fable_0285|fable_0146|fable_0430|fable_0250|fable_0507|fable_0687,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0534,"Pay attention to deeds, not words.",fable_0534,fable_0383|fable_0302|fable_0353|fable_0501|fable_0498|fable_0261|fable_0047|fable_0137|fable_0108|fable_0587,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0535,"A man cannot be too careful of what he does, where the life of any creature is in question.",fable_0535,fable_0556|fable_0583|fable_0664|fable_0320|fable_0251|fable_0119|fable_0140|fable_0190|fable_0574|fable_0416,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0536,Trouble awaits you if you pursue ill-gotten gains.,fable_0536,fable_0383|fable_0258|fable_0707|fable_0181|fable_0018|fable_0500|fable_0668|fable_0647|fable_0408|fable_0655,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0537,Every tale is not to be believed.,fable_0537,fable_0386|fable_0611|fable_0015|fable_0538|fable_0064|fable_0359|fable_0143|fable_0137|fable_0068|fable_0474,0.0,0.0,0.0,0.0,0.0,,0.0
moral_0538,"The person who turns to a dishonest scoundrel for help in times of trouble will be ruined, not rescued.",fable_0538,fable_0383|fable_0538|fable_0312|fable_0398|fable_0530|fable_0108|fable_0064|fable_0327|fable_0311|fable_0286,0.5,0.0,1.0,1.0,0.6309297535714575,2,0.0
moral_0539,"It is dangerous to believe a story, and dangerous not to believe it.",fable_0539,fable_0383|fable_0155|fable_0019|fable_0103|fable_0301|fable_0137|fable_0645|fable_0054|fable_0251|fable_0612,0.0,0.0,0.0,0.0,0.0,,0.0
