model_alias,model_id,instruction_variant,corpus_config,corpus_description,corpus_template,summary_generator,summary_generator_model_id,generator_prompt_variant,exp_id,MAP@10,MRR@10,NDCG@10,Recall@5,Recall@10,Recall@15,Recall@50,Recall@100,Recall@200,Recall@300,Hit@1,Hit@5,Hit@10,Hit@100,ft_experiment,ft_model_key,train_source,train_corpus_config,train_corpus_description,train_corpus_template,train_summary_generator,train_summary_generator_model_id,train_generator_prompt_variant,storal_size,storal_n_requested,storal_length_range,loss,temperature,epochs,early_stopping_metric,seed,batch_size,gradient_accumulation_steps,learning_rate,lora_r,lora_alpha,lora_dropout,model_output_dir,notes
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,cot_proverb_only,Generated cot_proverb output only.,{cot_proverb},gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,2026-05-19_04-22-38_linq_s200,0.147563,0.187049,0.170396,0.192914,0.249676,0.296457,0.458633,0.582934,0.722705,0.813822,0.113772,0.258982,0.336826,0.679641,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,cot_proverb_only,Generated cot_proverb output only.,{cot_proverb},gemma4-E4B,google/gemma-4-E4B-it,cot_proverb,2026-05-19_04-22-34_linq_s200,0.10369,0.133219,0.118119,0.122555,0.175175,0.202894,0.351722,0.451472,0.625749,0.74017,0.077844,0.170659,0.241018,0.555389,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,cot_proverb_only,Generated cot_proverb output only.,{cot_proverb},gemma4-31B,google/gemma-4-31B-it,cot_proverb,2026-05-19_03-02-26_linq_s200,0.24315,0.281345,0.274785,0.299177,0.374501,0.431213,0.59481,0.683483,0.784456,0.849301,0.19012,0.366766,0.45509,0.752994,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_direct_moral,Original fable followed by direct moral summary.,{fable}\n\nMoral summary: {direct_moral},gemini,gemini-3-flash-preview,direct_moral,2026-05-18_23-04-06_linq_s200,0.440896,0.494423,0.49431,0.547355,0.641317,0.700349,0.825923,0.892041,0.945284,0.970858,0.38024,0.634731,0.72006,0.922156,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_direct_moral,Original fable followed by direct moral summary.,{fable}\n\nMoral summary: {direct_moral},gemma4-E2B,google/gemma-4-E2B-it,direct_moral,2026-05-19_04-22-38_linq_s200,0.269825,0.323313,0.315959,0.356213,0.453194,0.50751,0.697181,0.807959,0.885753,0.932635,0.214072,0.446108,0.546407,0.857784,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_direct_moral,Original fable followed by direct moral summary.,{fable}\n\nMoral summary: {direct_moral},gemma4-E4B,google/gemma-4-E4B-it,direct_moral,2026-05-19_04-22-34_linq_s200,0.273168,0.319227,0.320609,0.355314,0.465694,0.516866,0.709431,0.819212,0.911103,0.943189,0.212575,0.437126,0.553892,0.874251,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_direct_moral,Original fable followed by direct moral summary.,{fable}\n\nMoral summary: {direct_moral},gemma4-31B,google/gemma-4-31B-it,direct_moral,2026-05-19_03-02-26_linq_s200,0.373961,0.431479,0.425027,0.463573,0.565968,0.627645,0.80514,0.868663,0.928842,0.955065,0.317365,0.550898,0.649701,0.901198,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,direct_moral_fable,Direct moral summary followed by original fable.,Moral summary: {direct_moral}\n\n{fable},gemini,gemini-3-flash-preview,direct_moral,,,,,,,,,,,,,,,,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,direct_moral_fable,Direct moral summary followed by original fable.,Moral summary: {direct_moral}\n\n{fable},gemma4-E2B,google/gemma-4-E2B-it,direct_moral,2026-05-19_04-22-38_linq_s200,0.308513,0.360987,0.358184,0.395883,0.503792,0.55519,0.728967,0.83241,0.909556,0.939296,0.236527,0.486527,0.598802,0.88024,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,direct_moral_fable,Direct moral summary followed by original fable.,Moral summary: {direct_moral}\n\n{fable},gemma4-E4B,google/gemma-4-E4B-it,direct_moral,2026-05-19_04-22-34_linq_s200,0.315262,0.372605,0.361401,0.393588,0.497206,0.565095,0.74995,0.828119,0.913224,0.947231,0.26497,0.483533,0.586826,0.88024,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,direct_moral_fable,Direct moral summary followed by original fable.,Moral summary: {direct_moral}\n\n{fable},gemma4-31B,google/gemma-4-31B-it,direct_moral,2026-05-19_03-02-26_linq_s200,0.376307,0.435718,0.428796,0.463947,0.575948,0.648204,0.796956,0.869686,0.932635,0.958059,0.321856,0.556886,0.663174,0.902695,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_conceptual_abstract,Original fable followed by conceptual abstract.,{fable}\n\nConceptual summary: {conceptual_abstract},gemini,gemini-3-flash-preview,conceptual_abstract,,,,,,,,,,,,,,,,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_conceptual_abstract,Original fable followed by conceptual abstract.,{fable}\n\nConceptual summary: {conceptual_abstract},gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,2026-05-19_04-22-38_linq_s200,0.227332,0.278359,0.265387,0.295584,0.384606,0.453468,0.675025,0.774451,0.869436,0.916991,0.170659,0.383234,0.486527,0.83982,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_conceptual_abstract,Original fable followed by conceptual abstract.,{fable}\n\nConceptual summary: {conceptual_abstract},gemma4-E4B,google/gemma-4-E4B-it,conceptual_abstract,2026-05-19_04-22-34_linq_s200,0.257881,0.316572,0.30259,0.333483,0.430813,0.487151,0.680015,0.797829,0.898728,0.935155,0.209581,0.434132,0.532934,0.856287,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_conceptual_abstract,Original fable followed by conceptual abstract.,{fable}\n\nConceptual summary: {conceptual_abstract},gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,2026-05-19_03-02-26_linq_s200,0.353781,0.412149,0.400179,0.434506,0.529965,0.595609,0.778792,0.863199,0.925773,0.958134,0.303892,0.531437,0.61976,0.899701,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,conceptual_abstract_fable,Conceptual abstract followed by original fable.,Conceptual summary: {conceptual_abstract}\n\n{fable},gemini,gemini-3-flash-preview,conceptual_abstract,2026-05-18_23-08-44_linq_s200,0.426847,0.486968,0.483785,0.537924,0.637949,0.697904,0.82732,0.891367,0.952445,0.97228,0.360778,0.634731,0.727545,0.920659,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,conceptual_abstract_fable,Conceptual abstract followed by original fable.,Conceptual summary: {conceptual_abstract}\n\n{fable},gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,2026-05-19_04-22-38_linq_s200,0.287038,0.340781,0.333807,0.365843,0.47475,0.54022,0.715943,0.809955,0.898478,0.934755,0.224551,0.464072,0.576347,0.868263,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,conceptual_abstract_fable,Conceptual abstract followed by original fable.,Conceptual summary: {conceptual_abstract}\n\n{fable},gemma4-E4B,google/gemma-4-E4B-it,conceptual_abstract,2026-05-19_04-22-34_linq_s200,0.308902,0.372831,0.361493,0.39481,0.506761,0.571382,0.722804,0.831512,0.913498,0.949476,0.261976,0.494012,0.601796,0.883234,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,conceptual_abstract_fable,Conceptual abstract followed by original fable.,Conceptual summary: {conceptual_abstract}\n\n{fable},gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,2026-05-19_03-02-26_linq_s200,0.365195,0.423976,0.423004,0.455539,0.586053,0.65025,0.788024,0.858583,0.929391,0.961352,0.305389,0.546407,0.678144,0.896707,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_cot_proverb,Original fable followed by cot_proverb output.,{fable}\n\nMoral summary: {cot_proverb},gemini,gemini-3-flash-preview,cot_proverb,2026-05-18_23-08-44_linq_s200,0.437549,0.490379,0.487908,0.532809,0.625998,0.688847,0.833882,0.892041,0.949027,0.971856,0.377246,0.615269,0.702096,0.922156,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_cot_proverb,Original fable followed by cot_proverb output.,{fable}\n\nMoral summary: {cot_proverb},gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,2026-05-19_04-22-38_linq_s200,0.265117,0.316252,0.303365,0.336427,0.421557,0.486851,0.687226,0.789346,0.879765,0.928643,0.214072,0.431138,0.511976,0.844311,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_cot_proverb,Original fable followed by cot_proverb output.,{fable}\n\nMoral summary: {cot_proverb},gemma4-E4B,google/gemma-4-E4B-it,cot_proverb,2026-05-19_04-22-34_linq_s200,0.274259,0.325943,0.324479,0.379915,0.472804,0.52979,0.703244,0.808308,0.899726,0.946532,0.203593,0.476048,0.567365,0.86976,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,fable_cot_proverb,Original fable followed by cot_proverb output.,{fable}\n\nMoral summary: {cot_proverb},gemma4-31B,google/gemma-4-31B-it,cot_proverb,2026-05-19_03-02-26_linq_s200,0.365084,0.414446,0.41145,0.457161,0.543214,0.603418,0.758009,0.859955,0.918588,0.949227,0.299401,0.535928,0.622754,0.901198,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,cot_proverb_fable,cot_proverb output followed by original fable.,Moral summary: {cot_proverb}\n\n{fable},gemini,gemini-3-flash-preview,cot_proverb,,,,,,,,,,,,,,,,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
Linq-Embed-Mistral,Linq-AI-Research/Linq-Embed-Mistral,moral_specific,cot_proverb_fable,cot_proverb output followed by original fable.,Moral summary: {cot_proverb}\n\n{fable},gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,2026-05-19_04-22-38_linq_s200,0.306042,0.363488,0.352627,0.391218,0.48478,0.539471,0.723977,0.816018,0.903069,0.945833,0.248503,0.488024,0.579341,0.866766,ft_12_storal_transfer_clustered,linq,storal_raw_story_transfer,storal_raw_story,STORAL moral-to-raw-story pairs; summaries are not available for STORAL training.,{story},,,,s200,200,"[56, 195]",InfoNCE,0.05,10,ndcg@10,42,4,4,0.0001,64,128,0.05,/data/lior/ft_12_storal_transfer_clustered/models/linq,One row per STORAL-trained model/size and clustered MORABLES evaluation corpus config.
