run_id,model_alias,model_id,instruction_variant,corpus_config,summary_generator,summary_generator_model_id,generator_prompt_variant,MAP@10,MRR@10,NDCG@10,Recall@5,Recall@10,Recall@15,Recall@50,Recall@100,Recall@200,Recall@300,Hit@1,Hit@5,Hit@10,Hit@100,Mean_Rank,Median_Rank,n_queries,error
Qwen3-Embedding-8B__general__conceptual_abstract_fable__gemini__conceptual_abstract,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,general,conceptual_abstract_fable,gemini,gemini-3-flash-preview,conceptual_abstract,0.364762,0.435843,0.43093,0.48982,0.566093,0.612849,0.785205,0.858907,0.923278,0.961976,0.317365,0.583832,0.655689,0.91018,32.15,4.0,668,
Qwen3-Embedding-8B__general__fable_proverb__gemini__proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,general,fable_proverb,gemini,gemini-3-flash-preview,proverb,0.312169,0.380381,0.37718,0.419686,0.516467,0.576771,0.752121,0.83518,0.903119,0.95272,0.267964,0.501497,0.606287,0.887725,39.62,5.0,668,
Qwen3-Embedding-8B__general__proverb_only__gemini__proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,general,proverb_only,gemini,gemini-3-flash-preview,proverb,0.263118,0.3243,0.316487,0.351198,0.425324,0.478119,0.656462,0.770958,0.848977,0.911178,0.232036,0.42515,0.497006,0.82485,65.35,11.0,668,
Qwen3-Embedding-8B__general__proverb_fable__gemini__proverb,Qwen3-Embedding-8B,Qwen/Qwen3-Embedding-8B,general,proverb_fable,gemini,gemini-3-flash-preview,proverb,0.333036,0.396537,0.398302,0.449676,0.537375,0.593288,0.772305,0.850699,0.912799,0.955215,0.27994,0.537425,0.624251,0.904192,34.31,4.0,668,
Qwen3-Embedding-4B__general__fable_direct_moral__gemini__direct_moral,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,general,fable_direct_moral,gemini,gemini-3-flash-preview,direct_moral,0.313561,0.385111,0.377716,0.424102,0.510454,0.580264,0.745509,0.824401,0.898678,0.944137,0.272455,0.508982,0.600299,0.88024,41.6,5.0,668,
Qwen3-Embedding-4B__general__direct_moral_only__gemini__direct_moral,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,general,direct_moral_only,gemini,gemini-3-flash-preview,direct_moral,0.321366,0.387947,0.383073,0.416891,0.510379,0.554067,0.706911,0.794686,0.866542,0.908109,0.282934,0.492515,0.598802,0.848802,57.57,6.0,668,
Qwen3-Embedding-4B__general__direct_moral_fable__gemini__direct_moral,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,general,direct_moral_fable,gemini,gemini-3-flash-preview,direct_moral,0.331493,0.400635,0.39717,0.429242,0.534431,0.589746,0.734656,0.80524,0.885354,0.937525,0.290419,0.516467,0.622754,0.863772,45.41,5.0,668,
Qwen3-Embedding-4B__general__fable_cot_proverb__gemini__cot_proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,general,fable_cot_proverb,gemini,gemini-3-flash-preview,cot_proverb,0.311278,0.379541,0.377859,0.414746,0.519511,0.578144,0.746183,0.836751,0.897255,0.935828,0.258982,0.504491,0.610778,0.889222,42.39,5.0,668,
Qwen3-Embedding-4B__general__cot_proverb_only__gemini__cot_proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,general,cot_proverb_only,gemini,gemini-3-flash-preview,cot_proverb,0.288699,0.349237,0.34116,0.36774,0.446108,0.493239,0.633009,0.726272,0.817216,0.881262,0.263473,0.434132,0.511976,0.788922,75.65,9.0,668,
Qwen3-Embedding-4B__general__cot_proverb_fable__gemini__cot_proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,general,cot_proverb_fable,gemini,gemini-3-flash-preview,cot_proverb,0.306401,0.37075,0.369878,0.425549,0.504666,0.55988,0.728618,0.797106,0.884306,0.929266,0.251497,0.505988,0.583832,0.850299,48.04,5.0,668,
Qwen3-Embedding-4B__general__fable_conceptual_abstract__gemini__conceptual_abstract,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,general,fable_conceptual_abstract,gemini,gemini-3-flash-preview,conceptual_abstract,0.324642,0.39752,0.387808,0.436776,0.514696,0.592241,0.74264,0.823403,0.911352,0.94274,0.287425,0.531437,0.606287,0.877246,39.59,5.0,668,
Qwen3-Embedding-4B__general__conceptual_abstract_only__gemini__conceptual_abstract,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,general,conceptual_abstract_only,gemini,gemini-3-flash-preview,conceptual_abstract,0.337071,0.40511,0.396026,0.431986,0.514122,0.565619,0.704117,0.78765,0.885254,0.940344,0.305389,0.513473,0.592814,0.836826,53.0,5.0,668,
Qwen3-Embedding-4B__general__conceptual_abstract_fable__gemini__conceptual_abstract,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,general,conceptual_abstract_fable,gemini,gemini-3-flash-preview,conceptual_abstract,0.333264,0.413181,0.400691,0.441018,0.537625,0.600324,0.743837,0.816267,0.900674,0.95,0.300898,0.537425,0.637725,0.872754,40.49,4.0,668,
Qwen3-Embedding-4B__general__fable_proverb__gemini__proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,general,fable_proverb,gemini,gemini-3-flash-preview,proverb,0.306675,0.372247,0.371803,0.39768,0.512949,0.571058,0.736502,0.825349,0.896507,0.946956,0.263473,0.479042,0.600299,0.875749,42.51,6.0,668,
Qwen3-Embedding-4B__general__proverb_only__gemini__proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,general,proverb_only,gemini,gemini-3-flash-preview,proverb,0.251669,0.305844,0.302497,0.334232,0.406612,0.465669,0.620434,0.722081,0.825898,0.886078,0.215569,0.404192,0.480539,0.77994,77.24,12.0,668,
Qwen3-Embedding-4B__general__proverb_fable__gemini__proverb,Qwen3-Embedding-4B,Qwen/Qwen3-Embedding-4B,general,proverb_fable,gemini,gemini-3-flash-preview,proverb,0.30664,0.369856,0.367397,0.409531,0.496307,0.552695,0.704566,0.787001,0.868263,0.93241,0.263473,0.491018,0.579341,0.850299,49.08,6.0,668,
Qwen3-Embedding-0.6B__general__fable_direct_moral__gemini__direct_moral,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,general,fable_direct_moral,gemini,gemini-3-flash-preview,direct_moral,0.273805,0.348204,0.334785,0.368189,0.456163,0.511028,0.673204,0.759581,0.872305,0.932036,0.245509,0.45509,0.549401,0.829341,53.37,7.0,668,
Qwen3-Embedding-0.6B__general__direct_moral_only__gemini__direct_moral,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,general,direct_moral_only,gemini,gemini-3-flash-preview,direct_moral,0.274706,0.348763,0.330702,0.359855,0.435254,0.487899,0.632535,0.735105,0.842465,0.89269,0.255988,0.446108,0.532934,0.79491,71.06,8.5,668,
Qwen3-Embedding-0.6B__general__direct_moral_fable__gemini__direct_moral,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,general,direct_moral_fable,gemini,gemini-3-flash-preview,direct_moral,0.278028,0.355275,0.339748,0.368638,0.462575,0.516317,0.697555,0.781412,0.86734,0.914646,0.254491,0.45509,0.558383,0.844311,56.73,7.0,668,
Qwen3-Embedding-0.6B__general__fable_cot_proverb__gemini__cot_proverb,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,general,fable_cot_proverb,gemini,gemini-3-flash-preview,cot_proverb,0.252023,0.322871,0.310848,0.359331,0.428343,0.486053,0.633358,0.73478,0.846806,0.920085,0.215569,0.441617,0.507485,0.800898,64.18,10.0,668,
Qwen3-Embedding-0.6B__general__cot_proverb_only__gemini__cot_proverb,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,general,cot_proverb_only,gemini,gemini-3-flash-preview,cot_proverb,0.246627,0.309405,0.289722,0.309606,0.366193,0.404092,0.553593,0.667241,0.782061,0.84486,0.236527,0.377246,0.435629,0.723054,99.77,20.5,668,
Qwen3-Embedding-0.6B__general__cot_proverb_fable__gemini__cot_proverb,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,general,cot_proverb_fable,gemini,gemini-3-flash-preview,cot_proverb,0.277487,0.344752,0.333927,0.366667,0.446357,0.495783,0.654591,0.740644,0.838897,0.901821,0.245509,0.446108,0.523952,0.796407,66.97,9.0,668,
Qwen3-Embedding-0.6B__general__fable_conceptual_abstract__gemini__conceptual_abstract,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,general,fable_conceptual_abstract,gemini,gemini-3-flash-preview,conceptual_abstract,0.280772,0.351309,0.338169,0.37016,0.454217,0.506612,0.67233,0.761302,0.869461,0.928743,0.252994,0.452096,0.540419,0.823353,56.56,7.0,668,
Qwen3-Embedding-0.6B__general__conceptual_abstract_only__gemini__conceptual_abstract,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,general,conceptual_abstract_only,gemini,gemini-3-flash-preview,conceptual_abstract,0.285035,0.361393,0.340066,0.359032,0.443413,0.501597,0.642465,0.72752,0.849102,0.90479,0.272455,0.44012,0.526946,0.788922,67.74,8.0,668,
Qwen3-Embedding-0.6B__general__conceptual_abstract_fable__gemini__conceptual_abstract,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,general,conceptual_abstract_fable,gemini,gemini-3-flash-preview,conceptual_abstract,0.297354,0.37174,0.357882,0.395709,0.478568,0.522355,0.683433,0.769012,0.87757,0.921607,0.270958,0.488024,0.567365,0.830838,56.47,6.0,668,
Qwen3-Embedding-0.6B__general__fable_proverb__gemini__proverb,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,general,fable_proverb,gemini,gemini-3-flash-preview,proverb,0.247534,0.313564,0.299059,0.331163,0.401073,0.442415,0.628842,0.730065,0.849401,0.920659,0.223054,0.407186,0.479042,0.796407,64.96,12.0,668,
Qwen3-Embedding-0.6B__general__proverb_only__gemini__proverb,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,general,proverb_only,gemini,gemini-3-flash-preview,proverb,0.220538,0.276033,0.261868,0.273852,0.340095,0.369012,0.536951,0.65005,0.767939,0.847056,0.20509,0.335329,0.417665,0.711078,99.73,22.5,668,
Qwen3-Embedding-0.6B__general__proverb_fable__gemini__proverb,Qwen3-Embedding-0.6B,Qwen/Qwen3-Embedding-0.6B,general,proverb_fable,gemini,gemini-3-flash-preview,proverb,0.26084,0.324194,0.311492,0.346532,0.411427,0.466218,0.647605,0.743288,0.837076,0.896582,0.230539,0.419162,0.486527,0.800898,67.21,11.0,668,
BGE-en-ICL__default__fable_direct_moral__gemini__direct_moral,BGE-en-ICL,BAAI/bge-en-icl,default,fable_direct_moral,gemini,gemini-3-flash-preview,direct_moral,0.312131,0.386764,0.373161,0.421307,0.493338,0.540519,0.693812,0.767789,0.870185,0.925125,0.281437,0.508982,0.579341,0.82485,57.86,5.0,668,
BGE-en-ICL__default__direct_moral_only__gemini__direct_moral,BGE-en-ICL,BAAI/bge-en-icl,default,direct_moral_only,gemini,gemini-3-flash-preview,direct_moral,0.310727,0.381579,0.371511,0.406836,0.490818,0.538298,0.675524,0.75272,0.844835,0.89733,0.27994,0.495509,0.579341,0.80988,68.92,6.0,668,
BGE-en-ICL__default__direct_moral_fable__gemini__direct_moral,BGE-en-ICL,BAAI/bge-en-icl,default,direct_moral_fable,gemini,gemini-3-flash-preview,direct_moral,0.310004,0.381961,0.368334,0.397131,0.484007,0.537899,0.682909,0.774077,0.862899,0.916143,0.287425,0.482036,0.570359,0.832335,58.41,7.0,668,
BGE-en-ICL__default__fable_cot_proverb__gemini__cot_proverb,BGE-en-ICL,BAAI/bge-en-icl,default,fable_cot_proverb,gemini,gemini-3-flash-preview,cot_proverb,0.313307,0.385277,0.369249,0.388099,0.476971,0.528942,0.706886,0.785853,0.867715,0.926896,0.290419,0.476048,0.565868,0.841317,55.03,7.0,668,
BGE-en-ICL__default__cot_proverb_only__gemini__cot_proverb,BGE-en-ICL,BAAI/bge-en-icl,default,cot_proverb_only,gemini,gemini-3-flash-preview,cot_proverb,0.288517,0.350085,0.341912,0.378119,0.443189,0.485878,0.613772,0.707735,0.806063,0.866567,0.257485,0.458084,0.522455,0.772455,82.56,8.0,668,
BGE-en-ICL__default__cot_proverb_fable__gemini__cot_proverb,BGE-en-ICL,BAAI/bge-en-icl,default,cot_proverb_fable,gemini,gemini-3-flash-preview,cot_proverb,0.292739,0.360751,0.352356,0.38014,0.475773,0.51991,0.660878,0.778917,0.855564,0.901198,0.267964,0.464072,0.562874,0.835329,61.62,8.0,668,
BGE-en-ICL__default__fable_conceptual_abstract__gemini__conceptual_abstract,BGE-en-ICL,BAAI/bge-en-icl,default,fable_conceptual_abstract,gemini,gemini-3-flash-preview,conceptual_abstract,0.317402,0.390756,0.372743,0.403917,0.475923,0.534506,0.695808,0.77772,0.872106,0.926722,0.291916,0.495509,0.568862,0.832335,57.15,6.0,668,
BGE-en-ICL__default__conceptual_abstract_only__gemini__conceptual_abstract,BGE-en-ICL,BAAI/bge-en-icl,default,conceptual_abstract_only,gemini,gemini-3-flash-preview,conceptual_abstract,0.318795,0.39712,0.374831,0.400374,0.476946,0.534007,0.67248,0.768388,0.844087,0.89763,0.308383,0.491018,0.558383,0.821856,65.54,6.0,668,
BGE-en-ICL__default__conceptual_abstract_fable__gemini__conceptual_abstract,BGE-en-ICL,BAAI/bge-en-icl,default,conceptual_abstract_fable,gemini,gemini-3-flash-preview,conceptual_abstract,0.313909,0.390644,0.370196,0.394311,0.475449,0.531836,0.684281,0.785404,0.864222,0.919586,0.297904,0.480539,0.565868,0.836826,57.85,6.5,668,
BGE-en-ICL__default__fable_proverb__gemini__proverb,BGE-en-ICL,BAAI/bge-en-icl,default,fable_proverb,gemini,gemini-3-flash-preview,proverb,0.310086,0.375775,0.369582,0.400699,0.492091,0.550549,0.703842,0.790544,0.868613,0.916642,0.276946,0.488024,0.57485,0.842814,57.0,6.0,668,
BGE-en-ICL__default__proverb_only__gemini__proverb,BGE-en-ICL,BAAI/bge-en-icl,default,proverb_only,gemini,gemini-3-flash-preview,proverb,0.25893,0.314446,0.313835,0.341093,0.427894,0.465843,0.597405,0.713149,0.815195,0.867964,0.227545,0.414671,0.502994,0.773952,86.56,10.0,668,
BGE-en-ICL__default__proverb_fable__gemini__proverb,BGE-en-ICL,BAAI/bge-en-icl,default,proverb_fable,gemini,gemini-3-flash-preview,proverb,0.298992,0.367342,0.356255,0.386128,0.46996,0.517789,0.673752,0.774127,0.844212,0.896233,0.272455,0.47006,0.55988,0.835329,64.32,7.0,668,
BGE-M3__no_instr__fable_direct_moral__gemini__direct_moral,BGE-M3,BAAI/bge-m3,no_instr,fable_direct_moral,gemini,gemini-3-flash-preview,direct_moral,0.236498,0.304248,0.290463,0.32495,0.400923,0.449127,0.62001,0.708782,0.819037,0.898303,0.211078,0.393713,0.479042,0.791916,69.73,13.0,668,
BGE-M3__no_instr__direct_moral_only__gemini__direct_moral,BGE-M3,BAAI/bge-m3,no_instr,direct_moral_only,gemini,gemini-3-flash-preview,direct_moral,0.248476,0.309336,0.299553,0.324501,0.402819,0.452196,0.584506,0.679042,0.793638,0.859032,0.221557,0.39521,0.488024,0.748503,83.96,12.0,668,
BGE-M3__no_instr__direct_moral_fable__gemini__direct_moral,BGE-M3,BAAI/bge-m3,no_instr,direct_moral_fable,gemini,gemini-3-flash-preview,direct_moral,0.268357,0.338691,0.321244,0.345035,0.426472,0.485704,0.633234,0.721831,0.831737,0.890344,0.251497,0.419162,0.504491,0.805389,66.58,10.0,668,
BGE-M3__no_instr__fable_cot_proverb__gemini__cot_proverb,BGE-M3,BAAI/bge-m3,no_instr,fable_cot_proverb,gemini,gemini-3-flash-preview,cot_proverb,0.24031,0.301854,0.289002,0.314496,0.385529,0.428268,0.593638,0.686128,0.805589,0.883234,0.218563,0.386228,0.462575,0.761976,74.98,14.0,668,
BGE-M3__no_instr__cot_proverb_only__gemini__cot_proverb,BGE-M3,BAAI/bge-m3,no_instr,cot_proverb_only,gemini,gemini-3-flash-preview,cot_proverb,0.23171,0.294568,0.270939,0.288947,0.333907,0.371307,0.533882,0.621008,0.743663,0.822705,0.224551,0.362275,0.399701,0.688623,110.3,25.0,668,
BGE-M3__no_instr__cot_proverb_fable__gemini__cot_proverb,BGE-M3,BAAI/bge-m3,no_instr,cot_proverb_fable,gemini,gemini-3-flash-preview,cot_proverb,0.256853,0.323317,0.306402,0.335878,0.40237,0.448603,0.600998,0.699027,0.806412,0.885878,0.238024,0.408683,0.48503,0.770958,73.72,12.0,668,
BGE-M3__no_instr__fable_conceptual_abstract__gemini__conceptual_abstract,BGE-M3,BAAI/bge-m3,no_instr,fable_conceptual_abstract,gemini,gemini-3-flash-preview,conceptual_abstract,0.250014,0.312845,0.299441,0.323253,0.400125,0.461327,0.623378,0.716492,0.817764,0.880464,0.226048,0.399701,0.479042,0.791916,69.59,12.0,668,
BGE-M3__no_instr__conceptual_abstract_only__gemini__conceptual_abstract,BGE-M3,BAAI/bge-m3,no_instr,conceptual_abstract_only,gemini,gemini-3-flash-preview,conceptual_abstract,0.245153,0.315603,0.295053,0.30232,0.388498,0.431911,0.579965,0.681961,0.801322,0.879865,0.241018,0.38024,0.467066,0.748503,82.24,14.0,668,
BGE-M3__no_instr__conceptual_abstract_fable__gemini__conceptual_abstract,BGE-M3,BAAI/bge-m3,no_instr,conceptual_abstract_fable,gemini,gemini-3-flash-preview,conceptual_abstract,0.265202,0.332241,0.320488,0.336277,0.436377,0.484381,0.644062,0.731312,0.824626,0.89491,0.238024,0.414671,0.516467,0.803892,66.39,9.0,668,
BGE-M3__no_instr__fable_proverb__gemini__proverb,BGE-M3,BAAI/bge-m3,no_instr,fable_proverb,gemini,gemini-3-flash-preview,proverb,0.222317,0.285993,0.271414,0.283508,0.371732,0.415544,0.587151,0.681163,0.79753,0.876048,0.212575,0.353293,0.449102,0.763473,78.33,16.0,668,
BGE-M3__no_instr__proverb_only__gemini__proverb,BGE-M3,BAAI/bge-m3,no_instr,proverb_only,gemini,gemini-3-flash-preview,proverb,0.20481,0.262497,0.247691,0.249251,0.331462,0.372405,0.516642,0.61769,0.725225,0.806786,0.196108,0.312874,0.398204,0.694611,110.85,25.0,668,
BGE-M3__no_instr__proverb_fable__gemini__proverb,BGE-M3,BAAI/bge-m3,no_instr,proverb_fable,gemini,gemini-3-flash-preview,proverb,0.234242,0.297403,0.280832,0.302071,0.374276,0.433807,0.598628,0.703668,0.799276,0.872954,0.22006,0.368263,0.447605,0.776946,76.78,15.0,668,
BGE-large-en-v1.5__no_instr__fable_direct_moral__gemini__direct_moral,BGE-large-en-v1.5,BAAI/bge-large-en-v1.5,no_instr,fable_direct_moral,gemini,gemini-3-flash-preview,direct_moral,0.17214,0.228054,0.2195,0.248827,0.323229,0.367939,0.516667,0.637126,0.753119,0.84728,0.143713,0.30988,0.390719,0.724551,92.47,23.5,668,
BGE-large-en-v1.5__no_instr__direct_moral_only__gemini__direct_moral,BGE-large-en-v1.5,BAAI/bge-large-en-v1.5,no_instr,direct_moral_only,gemini,gemini-3-flash-preview,direct_moral,0.244051,0.313715,0.293472,0.308558,0.386527,0.441068,0.59773,0.697206,0.793463,0.871307,0.23503,0.386228,0.461078,0.766467,81.22,13.0,668,
BGE-large-en-v1.5__no_instr__direct_moral_fable__gemini__direct_moral,BGE-large-en-v1.5,BAAI/bge-large-en-v1.5,no_instr,direct_moral_fable,gemini,gemini-3-flash-preview,direct_moral,0.245736,0.309089,0.296875,0.334232,0.399351,0.448952,0.623827,0.713024,0.810554,0.88231,0.209581,0.405689,0.473054,0.793413,73.6,13.0,668,
BGE-large-en-v1.5__no_instr__fable_cot_proverb__gemini__cot_proverb,BGE-large-en-v1.5,BAAI/bge-large-en-v1.5,no_instr,fable_cot_proverb,gemini,gemini-3-flash-preview,cot_proverb,0.150665,0.201064,0.196639,0.210903,0.300773,0.338548,0.509032,0.624027,0.755215,0.836527,0.11976,0.272455,0.363772,0.714072,96.29,29.5,668,
