run_id,model_alias,model_id,instruction_variant,corpus_config,summary_generator,summary_generator_model_id,generator_prompt_variant,MAP@10,MRR@10,NDCG@10,Recall@5,Recall@10,Recall@15,Recall@50,Recall@100,Recall@200,Recall@300,Hit@1,Hit@5,Hit@10,Hit@100,Mean_Rank,Median_Rank,n_queries,error
E5-large-v2__general__direct_moral_only__gemma4-31B__direct_moral,E5-large-v2,intfloat/e5-large-v2,general,direct_moral_only,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.174188,0.246181,0.217328,0.223752,0.29244,0.347006,0.499825,0.622779,0.764546,0.854566,0.172156,0.303892,0.383234,0.697605,98.69,23.0,668,
E5-large-v2__general__fable_direct_moral__gemma4-31B__direct_moral,E5-large-v2,intfloat/e5-large-v2,general,fable_direct_moral,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.177814,0.232032,0.222289,0.244985,0.316717,0.364421,0.514247,0.637974,0.788523,0.859731,0.152695,0.303892,0.393713,0.729042,90.3,24.0,668,
E5-large-v2__general__fable_proverb__gemma4-31B__proverb,E5-large-v2,intfloat/e5-large-v2,general,fable_proverb,gemma4-31B,google/gemma-4-31B-it,proverb,0.084109,0.114747,0.107077,0.118937,0.161702,0.190669,0.338872,0.455714,0.61512,0.731287,0.068862,0.149701,0.203593,0.561377,149.08,72.0,668,
E5-large-v2__general__proverb_fable__gemma4-31B__proverb,E5-large-v2,intfloat/e5-large-v2,general,proverb_fable,gemma4-31B,google/gemma-4-31B-it,proverb,0.081823,0.111193,0.105014,0.121008,0.16008,0.196756,0.351023,0.477894,0.623029,0.734431,0.058383,0.142216,0.20509,0.588323,143.53,66.5,668,
E5-large-v2__general__proverb_only__gemma4-31B__proverb,E5-large-v2,intfloat/e5-large-v2,general,proverb_only,gemma4-31B,google/gemma-4-31B-it,proverb,0.004873,0.013943,0.008768,0.01023,0.018613,0.026597,0.073054,0.138273,0.277745,0.417565,0.001497,0.011976,0.02994,0.202096,310.31,292.0,668,
E5-large-v2__moral_specific__conceptual_abstract_fable__gemma4-31B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,moral_specific,conceptual_abstract_fable,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.179316,0.243361,0.223218,0.235479,0.306911,0.36507,0.505938,0.61497,0.746732,0.832385,0.167665,0.306886,0.39521,0.702096,103.05,21.5,668,
E5-large-v2__moral_specific__conceptual_abstract_only__gemma4-31B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,moral_specific,conceptual_abstract_only,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.133411,0.206117,0.175097,0.186103,0.248378,0.301073,0.471482,0.579441,0.710704,0.796732,0.139222,0.267964,0.342814,0.664671,119.28,32.5,668,
E5-large-v2__moral_specific__fable_conceptual_abstract__gemma4-31B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,moral_specific,fable_conceptual_abstract,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.160064,0.220464,0.203329,0.219486,0.288473,0.332485,0.479741,0.605988,0.735704,0.830664,0.142216,0.287425,0.366766,0.699102,107.18,29.5,668,
E5-large-v2__moral_specific__cot_proverb_fable__gemma4-31B__cot_proverb,E5-large-v2,intfloat/e5-large-v2,moral_specific,cot_proverb_fable,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.164972,0.214381,0.208989,0.234631,0.30267,0.328318,0.479316,0.59259,0.736252,0.827695,0.133234,0.297904,0.371257,0.685629,107.2,29.5,668,
E5-large-v2__moral_specific__cot_proverb_only__gemma4-31B__cot_proverb,E5-large-v2,intfloat/e5-large-v2,moral_specific,cot_proverb_only,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.121681,0.173194,0.152488,0.163523,0.20524,0.235953,0.378418,0.49763,0.644661,0.760429,0.121257,0.214072,0.258982,0.583832,148.18,65.5,668,
E5-large-v2__moral_specific__fable_cot_proverb__gemma4-31B__cot_proverb,E5-large-v2,intfloat/e5-large-v2,moral_specific,fable_cot_proverb,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.14537,0.196175,0.186224,0.205689,0.272904,0.314296,0.460853,0.572206,0.711552,0.799052,0.122754,0.261976,0.342814,0.664671,115.22,34.5,668,
E5-large-v2__moral_specific__direct_moral_fable__gemma4-31B__direct_moral,E5-large-v2,intfloat/e5-large-v2,moral_specific,direct_moral_fable,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.194993,0.266394,0.238888,0.24748,0.316592,0.367191,0.535404,0.655938,0.771532,0.854067,0.196108,0.318862,0.407186,0.733533,94.66,19.0,668,
E5-large-v2__moral_specific__direct_moral_only__gemma4-31B__direct_moral,E5-large-v2,intfloat/e5-large-v2,moral_specific,direct_moral_only,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.155553,0.223929,0.197672,0.209456,0.273852,0.318239,0.470883,0.60978,0.748728,0.838024,0.152695,0.287425,0.363772,0.688623,107.39,30.0,668,
E5-large-v2__moral_specific__fable_direct_moral__gemma4-31B__direct_moral,E5-large-v2,intfloat/e5-large-v2,moral_specific,fable_direct_moral,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.161803,0.220548,0.203696,0.223004,0.285853,0.33493,0.495459,0.628468,0.756063,0.835254,0.143713,0.290419,0.365269,0.717066,102.39,30.0,668,
E5-large-v2__moral_specific__fable_proverb__gemma4-31B__proverb,E5-large-v2,intfloat/e5-large-v2,moral_specific,fable_proverb,gemma4-31B,google/gemma-4-31B-it,proverb,0.075762,0.107386,0.100451,0.109706,0.155065,0.175873,0.313224,0.421956,0.590045,0.699451,0.056886,0.148204,0.206587,0.528443,163.44,90.5,668,
E5-large-v2__moral_specific__proverb_fable__gemma4-31B__proverb,E5-large-v2,intfloat/e5-large-v2,moral_specific,proverb_fable,gemma4-31B,google/gemma-4-31B-it,proverb,0.076711,0.10991,0.099924,0.109032,0.152096,0.188548,0.343388,0.46245,0.595259,0.713124,0.062874,0.142216,0.202096,0.567365,154.94,67.5,668,
E5-large-v2__moral_specific__proverb_only__gemma4-31B__proverb,E5-large-v2,intfloat/e5-large-v2,moral_specific,proverb_only,gemma4-31B,google/gemma-4-31B-it,proverb,0.002348,0.010627,0.004947,0.004865,0.011901,0.019187,0.058184,0.1249,0.268663,0.407485,0.0,0.005988,0.017964,0.182635,318.08,302.0,668,
E5-large-v2__no_instr__conceptual_abstract_fable__gemma4-31B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,no_instr,conceptual_abstract_fable,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.185399,0.247495,0.233315,0.256238,0.332784,0.37248,0.523054,0.632061,0.763997,0.849651,0.163174,0.32485,0.41018,0.715569,93.16,21.5,668,
E5-large-v2__no_instr__conceptual_abstract_only__gemma4-31B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,no_instr,conceptual_abstract_only,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.152542,0.224558,0.198064,0.226921,0.280539,0.337575,0.480938,0.600823,0.73488,0.823578,0.149701,0.30988,0.374251,0.685629,108.13,32.0,668,
E5-large-v2__no_instr__fable_conceptual_abstract__gemma4-31B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,no_instr,fable_conceptual_abstract,gemma4-31B,google/gemma-4-31B-it,conceptual_abstract,0.164884,0.220539,0.21403,0.233084,0.322779,0.362176,0.498353,0.610704,0.74985,0.843263,0.136228,0.29491,0.402695,0.694611,97.65,26.5,668,
E5-large-v2__no_instr__cot_proverb_fable__gemma4-31B__cot_proverb,E5-large-v2,intfloat/e5-large-v2,no_instr,cot_proverb_fable,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.170625,0.22401,0.217903,0.242465,0.319711,0.362176,0.499152,0.603219,0.733134,0.829616,0.140719,0.302395,0.390719,0.693114,101.91,25.0,668,
E5-large-v2__no_instr__cot_proverb_only__gemma4-31B__cot_proverb,E5-large-v2,intfloat/e5-large-v2,no_instr,cot_proverb_only,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.132411,0.177709,0.165378,0.177021,0.230314,0.265893,0.392016,0.489321,0.645534,0.747255,0.11976,0.224551,0.278443,0.577844,146.5,61.0,668,
E5-large-v2__no_instr__fable_cot_proverb__gemma4-31B__cot_proverb,E5-large-v2,intfloat/e5-large-v2,no_instr,fable_cot_proverb,gemma4-31B,google/gemma-4-31B-it,cot_proverb,0.163364,0.219581,0.203327,0.215968,0.285579,0.345659,0.483009,0.597355,0.725549,0.820858,0.151198,0.269461,0.348802,0.699102,104.34,31.0,668,
E5-large-v2__no_instr__direct_moral_fable__gemma4-31B__direct_moral,E5-large-v2,intfloat/e5-large-v2,no_instr,direct_moral_fable,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.203011,0.266736,0.248608,0.272181,0.338149,0.390768,0.546357,0.655264,0.779167,0.857086,0.185629,0.342814,0.416168,0.741018,88.31,18.0,668,
E5-large-v2__no_instr__direct_moral_only__gemma4-31B__direct_moral,E5-large-v2,intfloat/e5-large-v2,no_instr,direct_moral_only,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.18586,0.257515,0.230422,0.238922,0.311502,0.372206,0.527545,0.63019,0.759731,0.853293,0.19012,0.320359,0.396707,0.706587,96.78,20.5,668,
E5-large-v2__no_instr__fable_direct_moral__gemma4-31B__direct_moral,E5-large-v2,intfloat/e5-large-v2,no_instr,fable_direct_moral,gemma4-31B,google/gemma-4-31B-it,direct_moral,0.177515,0.229809,0.219889,0.243912,0.309431,0.357635,0.528293,0.636577,0.77263,0.852021,0.149701,0.305389,0.381737,0.730539,91.59,22.5,668,
E5-large-v2__no_instr__fable_proverb__gemma4-31B__proverb,E5-large-v2,intfloat/e5-large-v2,no_instr,fable_proverb,gemma4-31B,google/gemma-4-31B-it,proverb,0.085714,0.116212,0.108562,0.121557,0.163074,0.206387,0.337625,0.476497,0.629092,0.75015,0.064371,0.149701,0.203593,0.576347,144.06,70.0,668,
E5-large-v2__no_instr__proverb_fable__gemma4-31B__proverb,E5-large-v2,intfloat/e5-large-v2,no_instr,proverb_fable,gemma4-31B,google/gemma-4-31B-it,proverb,0.090744,0.12222,0.116873,0.126347,0.180664,0.220734,0.361951,0.485404,0.646233,0.739746,0.068862,0.154192,0.229042,0.586826,141.48,66.0,668,
E5-large-v2__no_instr__proverb_only__gemma4-31B__proverb,E5-large-v2,intfloat/e5-large-v2,no_instr,proverb_only,gemma4-31B,google/gemma-4-31B-it,proverb,0.004098,0.013267,0.007335,0.006113,0.015344,0.020334,0.06482,0.129291,0.265719,0.40983,0.001497,0.008982,0.023952,0.194611,317.89,298.0,668,
E5-large-v2__default__conceptual_abstract_fable__gemma4-E2B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,default,conceptual_abstract_fable,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.111512,0.160484,0.148957,0.173129,0.230938,0.283283,0.436228,0.570609,0.721257,0.823703,0.091317,0.224551,0.299401,0.67515,107.33,40.0,668,
E5-large-v2__default__conceptual_abstract_only__gemma4-E2B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,default,conceptual_abstract_only,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.053305,0.088673,0.076021,0.083209,0.124127,0.148204,0.295933,0.420833,0.591292,0.724102,0.041916,0.118263,0.172156,0.538922,157.05,86.0,668,
E5-large-v2__default__fable_conceptual_abstract__gemma4-E2B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,default,fable_conceptual_abstract,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.115508,0.158028,0.151105,0.161677,0.232784,0.277595,0.439197,0.576073,0.708159,0.813748,0.088323,0.209581,0.293413,0.678144,111.69,44.5,668,
E5-large-v2__default__cot_proverb_fable__gemma4-E2B__cot_proverb,E5-large-v2,intfloat/e5-large-v2,default,cot_proverb_fable,gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,0.123008,0.166713,0.159343,0.174551,0.241617,0.286228,0.456437,0.583109,0.726896,0.810529,0.094311,0.221557,0.303892,0.682635,108.86,37.0,668,
E5-large-v2__default__cot_proverb_only__gemma4-E2B__cot_proverb,E5-large-v2,intfloat/e5-large-v2,default,cot_proverb_only,gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,0.065723,0.10225,0.091403,0.110604,0.145609,0.18251,0.315669,0.417864,0.56225,0.686252,0.04491,0.155689,0.209581,0.525449,173.57,83.5,668,
E5-large-v2__default__fable_cot_proverb__gemma4-E2B__cot_proverb,E5-large-v2,intfloat/e5-large-v2,default,fable_cot_proverb,gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,0.112487,0.152426,0.147484,0.158882,0.229042,0.275599,0.456138,0.580739,0.704117,0.79496,0.080838,0.202096,0.291916,0.679641,114.47,37.0,668,
E5-large-v2__default__direct_moral_fable__gemma4-E2B__direct_moral,E5-large-v2,intfloat/e5-large-v2,default,direct_moral_fable,gemma4-E2B,google/gemma-4-E2B-it,direct_moral,0.129362,0.175863,0.164141,0.185853,0.238623,0.275599,0.468014,0.58246,0.748353,0.840394,0.107784,0.236527,0.306886,0.678144,103.57,38.0,668,
E5-large-v2__default__direct_moral_only__gemma4-E2B__direct_moral,E5-large-v2,intfloat/e5-large-v2,default,direct_moral_only,gemma4-E2B,google/gemma-4-E2B-it,direct_moral,0.072809,0.113433,0.099504,0.102495,0.155564,0.188049,0.318962,0.452345,0.637575,0.754915,0.062874,0.14521,0.212575,0.556886,149.25,78.5,668,
E5-large-v2__default__fable_direct_moral__gemma4-E2B__direct_moral,E5-large-v2,intfloat/e5-large-v2,default,fable_direct_moral,gemma4-E2B,google/gemma-4-E2B-it,direct_moral,0.119142,0.161965,0.151399,0.167016,0.224651,0.266342,0.440045,0.566193,0.720858,0.823802,0.097305,0.208084,0.278443,0.666168,111.31,39.0,668,
E5-large-v2__default__fable_proverb__gemma4-E2B__proverb,E5-large-v2,intfloat/e5-large-v2,default,fable_proverb,gemma4-E2B,google/gemma-4-E2B-it,proverb,0.093758,0.127755,0.119226,0.132934,0.178693,0.222505,0.34491,0.480838,0.641742,0.739795,0.073353,0.167665,0.226048,0.576347,143.92,71.5,668,
E5-large-v2__default__proverb_fable__gemma4-E2B__proverb,E5-large-v2,intfloat/e5-large-v2,default,proverb_fable,gemma4-E2B,google/gemma-4-E2B-it,proverb,0.095637,0.128455,0.122823,0.136677,0.188074,0.218413,0.369711,0.509406,0.655888,0.76013,0.071856,0.172156,0.236527,0.606287,133.82,61.5,668,
E5-large-v2__default__proverb_only__gemma4-E2B__proverb,E5-large-v2,intfloat/e5-large-v2,default,proverb_only,gemma4-E2B,google/gemma-4-E2B-it,proverb,0.003527,0.012901,0.006441,0.005739,0.013423,0.020259,0.072505,0.133483,0.273004,0.416118,0.001497,0.007485,0.023952,0.191617,312.74,296.5,668,
E5-large-v2__general__conceptual_abstract_fable__gemma4-E2B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,general,conceptual_abstract_fable,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.111084,0.153117,0.145544,0.156262,0.22263,0.250599,0.426697,0.548079,0.714795,0.803094,0.085329,0.202096,0.285928,0.66018,116.51,44.0,668,
E5-large-v2__general__conceptual_abstract_only__gemma4-E2B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,general,conceptual_abstract_only,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.061497,0.102709,0.089671,0.092939,0.146008,0.190968,0.321607,0.445334,0.621806,0.755514,0.043413,0.139222,0.223054,0.553892,152.82,79.0,668,
E5-large-v2__general__fable_conceptual_abstract__gemma4-E2B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,general,fable_conceptual_abstract,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.106414,0.146303,0.14007,0.145434,0.219012,0.269137,0.423328,0.54486,0.69738,0.793962,0.077844,0.187126,0.276946,0.651198,118.28,44.5,668,
E5-large-v2__general__cot_proverb_fable__gemma4-E2B__cot_proverb,E5-large-v2,intfloat/e5-large-v2,general,cot_proverb_fable,gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,0.113073,0.155894,0.145668,0.156038,0.217091,0.259406,0.422904,0.569112,0.695135,0.803044,0.091317,0.202096,0.281437,0.678144,114.45,43.5,668,
E5-large-v2__general__cot_proverb_only__gemma4-E2B__cot_proverb,E5-large-v2,intfloat/e5-large-v2,general,cot_proverb_only,gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,0.077245,0.110603,0.102151,0.112076,0.157535,0.176846,0.308333,0.430938,0.601098,0.703743,0.058383,0.142216,0.206587,0.538922,160.63,82.0,668,
E5-large-v2__general__fable_cot_proverb__gemma4-E2B__cot_proverb,E5-large-v2,intfloat/e5-large-v2,general,fable_cot_proverb,gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,0.111407,0.151552,0.145335,0.155639,0.224177,0.26976,0.427794,0.549701,0.686677,0.784132,0.082335,0.200599,0.284431,0.655689,119.56,43.5,668,
E5-large-v2__general__direct_moral_fable__gemma4-E2B__direct_moral,E5-large-v2,intfloat/e5-large-v2,general,direct_moral_fable,gemma4-E2B,google/gemma-4-E2B-it,direct_moral,0.116278,0.165346,0.150248,0.164122,0.221806,0.260354,0.440768,0.559306,0.708383,0.803693,0.101796,0.215569,0.290419,0.66018,114.38,42.0,668,
E5-large-v2__general__direct_moral_only__gemma4-E2B__direct_moral,E5-large-v2,intfloat/e5-large-v2,general,direct_moral_only,gemma4-E2B,google/gemma-4-E2B-it,direct_moral,0.072664,0.113158,0.100429,0.100374,0.157884,0.191043,0.351771,0.487101,0.661776,0.762824,0.056886,0.143713,0.221557,0.597305,139.56,63.5,668,
E5-large-v2__general__fable_direct_moral__gemma4-E2B__direct_moral,E5-large-v2,intfloat/e5-large-v2,general,fable_direct_moral,gemma4-E2B,google/gemma-4-E2B-it,direct_moral,0.108913,0.148272,0.141876,0.150599,0.217864,0.246856,0.428194,0.558283,0.694636,0.796407,0.082335,0.194611,0.284431,0.664671,118.27,45.5,668,
E5-large-v2__general__fable_proverb__gemma4-E2B__proverb,E5-large-v2,intfloat/e5-large-v2,general,fable_proverb,gemma4-E2B,google/gemma-4-E2B-it,proverb,0.084109,0.114747,0.107077,0.118937,0.161702,0.190669,0.338872,0.455714,0.61512,0.731287,0.068862,0.149701,0.203593,0.561377,149.08,72.0,668,
E5-large-v2__general__proverb_fable__gemma4-E2B__proverb,E5-large-v2,intfloat/e5-large-v2,general,proverb_fable,gemma4-E2B,google/gemma-4-E2B-it,proverb,0.081823,0.111193,0.105014,0.121008,0.16008,0.196756,0.351023,0.477894,0.623029,0.734431,0.058383,0.142216,0.20509,0.588323,143.53,66.5,668,
E5-large-v2__general__proverb_only__gemma4-E2B__proverb,E5-large-v2,intfloat/e5-large-v2,general,proverb_only,gemma4-E2B,google/gemma-4-E2B-it,proverb,0.004873,0.013943,0.008768,0.01023,0.018613,0.026597,0.073054,0.138273,0.277745,0.417565,0.001497,0.011976,0.02994,0.202096,310.31,292.0,668,
E5-large-v2__moral_specific__conceptual_abstract_fable__gemma4-E2B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,moral_specific,conceptual_abstract_fable,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.096977,0.144176,0.12845,0.139271,0.192889,0.231562,0.394661,0.538498,0.688074,0.788224,0.080838,0.191617,0.260479,0.642216,125.68,51.0,668,
E5-large-v2__moral_specific__conceptual_abstract_only__gemma4-E2B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,moral_specific,conceptual_abstract_only,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.053974,0.091457,0.078774,0.072904,0.132111,0.164421,0.311951,0.444561,0.61225,0.722929,0.043413,0.110778,0.188623,0.538922,158.02,82.0,668,
E5-large-v2__moral_specific__fable_conceptual_abstract__gemma4-E2B__conceptual_abstract,E5-large-v2,intfloat/e5-large-v2,moral_specific,fable_conceptual_abstract,gemma4-E2B,google/gemma-4-E2B-it,conceptual_abstract,0.098556,0.140063,0.130352,0.140943,0.199227,0.242465,0.404566,0.537475,0.693288,0.77757,0.077844,0.19012,0.267964,0.637725,128.7,54.0,668,
E5-large-v2__moral_specific__cot_proverb_fable__gemma4-E2B__cot_proverb,E5-large-v2,intfloat/e5-large-v2,moral_specific,cot_proverb_fable,gemma4-E2B,google/gemma-4-E2B-it,cot_proverb,0.106658,0.148082,0.139009,0.15479,0.209281,0.254217,0.412725,0.556737,0.688772,0.783708,0.080838,0.200599,0.275449,0.657186,124.83,47.0,668,
